ExperimentName,Subject,Block,Procedure.Block.,Procedure.Trial.,cue_target,ListNum,JOL,Prompt,Response,Correct?,Direction
JOL A,65,1,BlockProc1,StudyProc3,Hide - Sick,79,0,Hide - ?,play,,U
JOL A,65,1,BlockProc1,StudyProc3,King - Vase,80,0,King - ?,vase,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Enough - Full,1,40,Enough - ?,done,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Sip - Drink,2,100,Sip - ?,drink,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Cave - Dark,3,60,Cave - ?,dark,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Seize - Take,4,2,Seize - ?,fire,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Growth - Height,5,30,Growth - ?,,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Word - Sentence,6,60,Word - ?,,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Wasp - Bug,7,30,Wasp - ?,bug,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Division - Math,8,30,Division - ?,math,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Attorney - Law,9,80,Attorney - ?,trial,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Fantastic - Great,10,80,Fantastic - ?,,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Latch - Key,11,40,Latch - ?,ket,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Chili - Hot,12,7,Chili - ?,hotorspicy,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Racket - Ball,13,20,Racket - ?,ball,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Chore - Work,14,30,Chore - ?,work,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Famine - Hunger,15,60,Famine - ?,hunger,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Drowsy - Sleep,16,70,Drowsy - ?,sleep,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Stench - Smell,17,60,Stench - ?,smell,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Attire - Clothes,18,90,Attire - ?,dress,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Pilot - Plane,19,75,Pilot - ?,plane,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Blaze - Fire,20,100,Blaze - ?,fire,,F
T_JOL C,67,1,BlockProc1,StudyProc3,Bad - Delinquent,21,30,Bad - ?,,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Stomach - Digestion,22,60,Stomach - ?,famine,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Money - Wage,23,0,Money - ?,wage,,B
T_JOL C,67,1,BlockProc1,StudyProc3,News - Editor,24,50,News - ?,,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Sting - Hornet,25,30,Sting - ?,hornet,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Cold - Bitter,26,10,Cold - ?,bitter,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Plant - Root,27,75,Plant - ?,orchid,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Bird - Swan,28,10,Bird - ?,,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Dog - Paw,29,100,Dog - ?,paw,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Out - Way,30,,Out - ?,,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Clean - Hygiene,31,100,Clean - ?,hygiene,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Water - Bridge,32,45,Water- ?,hose,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Rock - Geology,33,40,Rock - ?,,,B
T_JOL C,67,1,BlockProc1,StudyProc3,War - Revolution,34,100,War - ?,welfare,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Talk - Discussion,35,60,Talk - ?,speech,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Cow - Herd,36,40,Cow - ?,,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Card - Credit,37,100,Card - ?,,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Flower - Orchid,38,10,Flower - ?,orchid,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Fish - Tuna,39,50,Fish - ?,shrimp,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Hammer - Chisel,40,10,Hammer - ?,nail,,B
T_JOL C,67,1,BlockProc1,StudyProc3,Assignment - Due,41,100,Assignment - ?,due,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Amount - Number,42,40,Amount - ?,money,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Site - Location,43,30,Site - ?,location,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Waste - Dump,44,60,Waste - ?,,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Jury - Trial,45,60,Jury - ?,trial,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Design - Architecture,46,60,Design - ?,,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Bar - Grill,47,100,Bar - ?,,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Liver - Kidney,48,20,Liver - ?,kidney,,S
T_JOL C,67,1,BlockProc1,StudyProc3,End - Begin,49,80,End - ?,begin,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Wind - Blow,50,5,Wind - ?,blow,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Soda - Pop,51,100,Soda - ?,pop,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Cheese - Wine,52,100,Cheese - ?,wine,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Toilet - Bathroom,53,80,Toilet - ?,,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Decision - Choice,54,20,Decision - ?,,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Foot - Shoe,55,100,Foot - ?,,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Future - Past,56,90,Future - ?,,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Salad - Lettuce,57,50,Salad - ?,lettuce,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Bee - Honey,58,100,Bee - ?,sting,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Child - Baby,59,100,Child - ?,baby,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Round - Circle,60,100,Round - ?,circle,,S
T_JOL C,67,1,BlockProc1,StudyProc3,Clutter - Pusher,61,0,Clutter - ?,mess,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Sacking - Dietary,62,0,Sacking - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Hungry - Park,63,5,Hungry - ?,stomach,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Woman - Lift,64,10,Woman - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Belt - Soon,65,10,Belt - ?,hook,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Floor - Discover,66,0,Floor - ?,somethingrandom,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Business - Death,67,10,Business - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Sight - Debate,68,0,Sight - ?,see,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Bronze - Artery,69,0,Bronze - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Hand - Fix,70,,Hand - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Position - Machine,71,0,Position - ?,boss,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Car - Happy,72,30,Car - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Tuck - Allow,73,1,Tuck - ?,pillow,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Lion - Art,74,40,Lion - ?,art,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Accident - Strong,75,21,Accident - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Riddle - Sugar,76,0,Riddle - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Add - Valley,77,5,Add - ?,math,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Would - Cash,78,10,Would - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Sick - Hide,79,0,Sick - ?,,,U
T_JOL C,67,1,BlockProc1,StudyProc3,Vase - King,80,0,Vase - ?,glass,,U
JOL A,69,1,BlockProc1,StudyProc3,Delinquent - Bad,1,0,Delinquent - ?,,,F
JOL A,69,1,BlockProc1,StudyProc3,Digestion - Stomach,2,90,Digestion - ?,stomach,,F
JOL A,69,1,BlockProc1,StudyProc3,Wage - Money,3,90,Wage - ?,salary,,F
JOL A,69,1,BlockProc1,StudyProc3,Chisel - Hammer,4,0,Chisel - ?,,,F
JOL A,69,1,BlockProc1,StudyProc3,Editor - News,5,80,Editor - ?,new,,F
JOL A,69,1,BlockProc1,StudyProc3,Hornet - Sting,6,40,Hornet - ?,,,F
JOL A,69,1,BlockProc1,StudyProc3,Bitter - Cold,7,60,Bitter - ?,,,F
JOL A,69,1,BlockProc1,StudyProc3,Root - Plant,8,80,Root - ?,plant,,F
JOL A,69,1,BlockProc1,StudyProc3,Swan - Bird,9,50,Swan - ?,bird,,F
JOL A,69,1,BlockProc1,StudyProc3,Paw - Dog,10,80,Paw - ?,dog,,F
JOL A,69,1,BlockProc1,StudyProc3,Way - Out,11,100,Way - ?,,,F
JOL A,69,1,BlockProc1,StudyProc3,Hygiene - Clean,12,90,Hygiene - ?,clean,,F
JOL A,69,1,BlockProc1,StudyProc3,Bridge - Water,13,80,Bridge - ?,,,F
JOL A,69,1,BlockProc1,StudyProc3,Geology - Rock,14,40,Geology - ?,,,F
JOL A,69,1,BlockProc1,StudyProc3,Revolution - War,15,50,Revolution - ?,war,,F
JOL A,69,1,BlockProc1,StudyProc3,Discussion - Talk,16,80,Discussion - ?,decision,,F
JOL A,69,1,BlockProc1,StudyProc3,Herd - Cow,17,60,Herd - ?,plant,,F
JOL A,69,1,BlockProc1,StudyProc3,Credit - Card,18,100,Credit - ?,card,,F
JOL A,69,1,BlockProc1,StudyProc3,Orchid - Flower,19,80,Orchid - ?,flower,,F
JOL A,69,1,BlockProc1,StudyProc3,Tuna -  Fish,20,100,Tuna - ?,fish,,F
JOL A,69,1,BlockProc1,StudyProc3,Full - Enough,21,100,Full - ?,empty,,B
JOL A,69,1,BlockProc1,StudyProc3,Drink - Sip,22,100,Drink - ?,,,B
JOL A,69,1,BlockProc1,StudyProc3,Dark - Cave,23,70,Dark - ?,bright,,B
JOL A,69,1,BlockProc1,StudyProc3,Take - Seize,24,70,Take - ?,grab,,B
JOL A,69,1,BlockProc1,StudyProc3,Height - Growth,25,90,Height - ?,weight,,B
JOL A,69,1,BlockProc1,StudyProc3,Sentence - Word,26,90,Sentence - ?,,,B
JOL A,69,1,BlockProc1,StudyProc3,Bug - Wasp,27,40,Bug - ?,,,B
JOL A,69,1,BlockProc1,StudyProc3,Math - Division,28,60,Math - ?,calculation,,B
JOL A,69,1,BlockProc1,StudyProc3,Law - Attorney,29,30,Law - ?,attorney,,B
JOL A,69,1,BlockProc1,StudyProc3,Great - Fantastic,30,80,Great - ?,fantastic,,B
JOL A,69,1,BlockProc1,StudyProc3,Key - Latch,31,50,Key - ?,,,B
JOL A,69,1,BlockProc1,StudyProc3,Hot - Chili,32,100,Hot - ?,warm,,B
JOL A,69,1,BlockProc1,StudyProc3,Ball - Racket,33,50,Ball - ?,,,B
JOL A,69,1,BlockProc1,StudyProc3,Work - Chore,34,90,Work - ?,chore,,B
JOL A,69,1,BlockProc1,StudyProc3,Hunger - Famine,35,40,Hunger - ?,,,B
JOL A,69,1,BlockProc1,StudyProc3,Sleep - Drowsy,36,50,Sleep - ?,rest,,B
JOL A,69,1,BlockProc1,StudyProc3,Smell - Stench,37,,Smell - ?,sniff,,B
JOL A,69,1,BlockProc1,StudyProc3,Clothes - Attire,38,40,Clothes - ?,,,B
JOL A,69,1,BlockProc1,StudyProc3,Plane - Pilot,39,80,Plane - ?,pilot,,B
JOL A,69,1,BlockProc1,StudyProc3,Fire - Blaze,40,5,Fire - ?,,,B
JOL A,69,1,BlockProc1,StudyProc3,Due - Assignment,41,50,Due - ?,deadline,,S
JOL A,69,1,BlockProc1,StudyProc3,Number - Amount,42,100,Number - ?,math,,S
JOL A,69,1,BlockProc1,StudyProc3,Location - Site,43,60,Location - ?,,,S
JOL A,69,1,BlockProc1,StudyProc3,Dump - Waste,44,100,Dump - ?,waste,,S
JOL A,69,1,BlockProc1,StudyProc3,Trial - Jury,45,50,Trial - ?,,,S
JOL A,69,1,BlockProc1,StudyProc3,Architecture - Design,46,0,Architecture - ?,art,,S
JOL A,69,1,BlockProc1,StudyProc3,Grill -Bar,47,100,Grill - ?,bar,,S
JOL A,69,1,BlockProc1,StudyProc3,Kidney - Liver,48,100,Kidney - ?,liver,,S
JOL A,69,1,BlockProc1,StudyProc3,Begin - End,49,100,Begin - ?,end,,S
JOL A,69,1,BlockProc1,StudyProc3,Blow - Wind,50,90,Blow - ?,mind,,S
JOL A,69,1,BlockProc1,StudyProc3,Pop - Soda,51,100,Pop - ?,,,S
JOL A,69,1,BlockProc1,StudyProc3,Wine - Cheese,52,70,Wine - ?,alcohol,,S
JOL A,69,1,BlockProc1,StudyProc3,Bathroom - Toilet,53,90,Bathroom - ?,,,S
JOL A,69,1,BlockProc1,StudyProc3,Choice - Decision,54,90,Choice - ?,decision,,S
JOL A,69,1,BlockProc1,StudyProc3,Shoe - Foot,55,100,Shoe - ?,pair,,S
JOL A,69,1,BlockProc1,StudyProc3,Past - Future,56,90,Meaning - ?,,,S
JOL A,69,1,BlockProc1,StudyProc3,Lettuce - Salad,57,80,Lettuce - ?,green,,S
JOL A,69,1,BlockProc1,StudyProc3,Honey - Bee,58,100,Honey - ?,bee,,S
JOL A,69,1,BlockProc1,StudyProc3,Baby - Child,59,90,Baby - ?,child,,S
JOL A,69,1,BlockProc1,StudyProc3,Circle - Round,60,100,Circle - ?,round,,S
JOL A,69,1,BlockProc1,StudyProc3,Pusher - Clutter,61,50,Pusher - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Dietary - Sacking,62,0,Dietary - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Park - Hungry,63,50,Park - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Lift - Woman,64,,Lift - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Soon - Belt,65,50,Soon - ?,late,,U
JOL A,69,1,BlockProc1,StudyProc3,Discover - Floor,66,100,Discover - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Death - Business,67,100,Death - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Debate - Sight,68,50,Debate - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Artery - Bronze,69,50,Artery - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Fix - Hand,70,80,Fix - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Machine - Position,71,50,Machine - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Happy - Car,72,90,Happy - ?,fantastic,,U
JOL A,69,1,BlockProc1,StudyProc3,Allow - Tuck,73,40,Allow - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Art - Lion,74,50,Art - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Strong - Accident,75,100,Strong - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Sugar - Riddle,76,40,Sugar - ?,sweet,,U
JOL A,69,1,BlockProc1,StudyProc3,Valley - Add,77,60,Valley - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,Cash - Would,78,70,Cash - ?,money,,U
JOL A,69,1,BlockProc1,StudyProc3,Hide - Sick,79,60,Hide - ?,,,U
JOL A,69,1,BlockProc1,StudyProc3,King - Vase,80, ,King - ?,,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Flip - Turn,1,40,Flip - ?,flp,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Windshield - Car,2,70,Windshield - ?,car,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Villain - Bad,3,70,Villian - ?,bad,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Penguin - Bird,4,80,Penguin - ?,cold,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Actress - Star,5,40,Actress - ?,women,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Thimble - Thread,6,30,Thimble - ?,needle,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Revenge - Even,7,70,Revenge - ?,take,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Balloon - Pop,8,40,Balloon - ?,pop,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Strawberry - Fruit,9,6,Strawberry - ?,fruit,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Favorite - Best,10,90,Favorite - ?,thing,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Panther - Cat,11,60,Panther - ?,black,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Breakable - Glass,12,40,Breakable - ?,vase,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Coffin - Dead,13,50,Coffin - ?,dead,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Aircraft - Plane,14,100,Aircraft - ?,plane,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Sardine - Fish,15,20,Sardine - ?,fish,,F
T_JOL C,55,2,BlockProc2,StudyProc5,League - Baseball,16,80,League - ?,baseball,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Banker - Money,17,40,Banker - ?,money,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Truthful - Honest,18,39,Truthful - ?,lie,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Nap - Sleep,19,40,Nap - ?,sleep,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Brawl - Fight,20,30,Brawl - ?,fight,,F
T_JOL C,55,2,BlockProc2,StudyProc5,Long - Extension,21,40,Long - ?,short,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Game - Clue,22,20,Game - ?,over,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Tie - Shoelace,23,90,Tie - ?,suit,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Mystery - Detective,24,20,Mystery - ?,novel,,B
T_JOL C,55,2,BlockProc2,StudyProc5,End - Adjourn,25,40,End - ?,start,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Dog - Furry,26,60,Dog - ?,fuss,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Trash - Litter,27,50,Trash - ?,can,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Red - Cherry,28,30,Red - ?,book,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Head - Scalp,29,50,Head - ?,hat,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Car - Driver,30,30,Car - ?,windshield,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Cut - Chop,31,90,Cut - ?,injured,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Donkey - Mule,32,100,Donkey - ?,horse,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Paper - Document,33,30,Paper - ?,plant,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Smell - Incense,34,30,Smell - ?,stink,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Eat - Dine,35,40,Eat - ?,food,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Scissors - Shears,36,50,Scissors - ?,cut,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Fight - Feud,37,30,Fight - ?,plane,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Plant - Cactus,38,100,Plant - ?,cactus,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Cold - Chill,39,50,Cold - ?,morning,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Love - Affection,40,90,Love - ?,affair,,B
T_JOL C,55,2,BlockProc2,StudyProc5,Shave - Razor,41,60,Shave - ?,share,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Equal - Rights,42,40,Equal - ?,under,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Jar - Mason,43,90,Jar - ?,lid,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Wax - Candle,44,100,Wax - ?,candle,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Bracelet - Wrist,45,20,Bracelet - ?,car,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Carbon - Element,46,30,Carbon - ?,tree,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Away - Gone,47,40,Away - ?,always,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Drink - Water,48,20,Drink - ?,brew,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Ground - Earth,49,40,Ground - ?,hog,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Lonely - Alone,50,60,Lonely - ?,alone,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Seatbelt - Safety,51,59,Seatbelt - ?,car,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Lie - Truth,52,40,Lie - ?,tie,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Communication - Phone,53,40,Communication - ?,talk,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Reel - Rod,54,50,Reel - ?,fish,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Tick - Flea,55,70,Tick - ?,tock,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Noise - Loud,56,70,Noise - ?,loud,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Have - Own,57,100,Have - ?,lose,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Temper - Tantrum,58,50,Temper - ?,anger,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Tan - Sun,59,30,Tan - ?,ten,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Maroon - Justice,60,50,Maroon - ?,pink,,S
T_JOL C,55,2,BlockProc2,StudyProc5,Cloth - Stretch,61,60,Cloth - ?,stretch,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Election - Maze,62,20,Election - ?,pole,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Charm - Vehicle,63,20,Charm - ?,bracelet,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Obtain - Meat,64,10,Obtain - ?,take,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Able - Crackle,65,70,Able - ?,restricted,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Shake - Shell,66,60,Shake - ?,share,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Fiction - Listen,67,50,Fiction - ?,tale,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Joke - Keys,68,60,Joke - ?,riddle,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Hate - Name,69,50,Hate - ?,love,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Bang - Fuzzy,70,30,Clear - ?,white,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Clear - Moat,71,20,Wet - ?,dry,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Wet - Dry,72,40,Steak - ?,food,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Steak - Give,73,50,Bang - ?,bom,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Clothes - Cake,74,30,Clothes - ?,stretch,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Toil - Lease,75,30,Toil - ?,wrap,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Sign - Loan,76,50,Sign - ?,language,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Ounce - Both,77,30,Ounce - ?,pound,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Morning - Temperature,78,30,Morning - ?,cold,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Children - Mirror,79,40,Children - ?,star,,U
T_JOL C,55,2,BlockProc2,StudyProc5,Main - Scar,80,80,Main - ?,character,,U
T_JOL C,63,2,BlockProc2,StudyProc5,Flip - Turn,1,50,Flip - ?,turn,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Windshield - Car,2,50,Windshield - ?,car,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Villain - Bad,3,80,Villian - ?,bad,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Penguin - Bird,4,55,Penguin - ?,bird,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Actress - Star,5,65,Actress - ?,star,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Thimble - Thread,6,10,Thimble - ?,thing,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Revenge - Even,7,40,Revenge - ?,fair,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Balloon - Pop,8,70,Balloon - ?,pop,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Strawberry - Fruit,9,70,Strawberry - ?,fruit,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Favorite - Best,10,40,Favorite - ?,best,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Panther - Cat,11,50,Panther - ?,cat,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Breakable - Glass,12,36,Breakable - ?,glass,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Coffin - Dead,13,60,Coffin - ?,dead,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Aircraft - Plane,14,68,Aircraft - ?,plane,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Sardine - Fish,15,50,Sardine - ?,fish,,F
T_JOL C,63,2,BlockProc2,StudyProc5,League - Baseball,16,60,League - ?,baseball,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Banker - Money,17,40,Banker - ?,money,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Truthful - Honest,18, ,Truthful - ?,lie,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Nap - Sleep,19,80,Nap - ?,sleep,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Brawl - Fight,20,50,Brawl - ?,fight,,F
T_JOL C,63,2,BlockProc2,StudyProc5,Long - Extension,21,70,Long - ?,extension,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Game - Clue,22,25,Game - ?,toy,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Tie - Shoelace,23,70,Tie - ?,laces,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Mystery - Detective,24,70,Mystery - ?,detective,,B
T_JOL C,63,2,BlockProc2,StudyProc5,End - Adjourn,25,20,End - ?,over,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Dog - Furry,26,70,Dog - ?,furry,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Trash - Litter,27,60,Trash - ?,garbage,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Red - Cherry,28,60,Red - ?,cherry,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Head - Scalp,29,70,Head - ?,scalp,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Car - Driver,30,65,Car - ?,driver,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Cut - Chop,31,60,Cut - ?,knife,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Donkey - Mule,32,80,Donkey - ?,mule,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Paper - Document,33,60,Paper - ?,thin,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Smell - Incense,34,60,Smell - ?,stench,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Eat - Dine,35,50,Eat - ?,drink,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Scissors - Shears,36,50,Scissors - ?,shears,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Fight - Feud,37,55,Fight - ?,feud,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Plant - Cactus,38,50,Plant - ?,cactus,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Cold - Chill,39,50,Cold - ?,chill,,B
T_JOL C,63,2,BlockProc2,StudyProc5,Love - Affection,40,90,Love - ?,affectionate,,B
