ExperimentName,Subject,Block,Prompt,ListNum,Procedure[Trial],JOL,Cue-Target,Response,Correct?,Direction
D_JOL B,106,1,Document - Paper,14,StudyProc5,95,Document - ?,paper,,
D_JOL B,106,1,Incense - Smell,15,StudyProc5,80,Incense - ?,smell,,
D_JOL B,106,1,Dine - Eat,16,StudyProc5,90,Dine - ?,eat,,
D_JOL B,106,1,Shears - Scissors,17,StudyProc5,45,Shears - ?,scissors,,
D_JOL B,106,1,Feud - Fight,18,StudyProc5,5,Feud - ?,scare,,
D_JOL B,106,1,Chill - Cold,19,StudyProc5,90,Chill - ?,cold,,
D_JOL B,106,1,Affection - Love,20,StudyProc5,90,Affection - ?,love,,
D_JOL B,106,1,Turn - Flip,21,StudyProc5,90,Turn - ?,flip,,
D_JOL B,106,1,Car - Windshield,22,StudyProc5,90,Car - ?,drive,,
D_JOL B,106,1,Bad - Villain,23,StudyProc5,90,Bad - ?,deliquemt,,
D_JOL B,106,1,Bird - Penguin,24,StudyProc5,60,Bird - ?,air,,
D_JOL B,106,1,Star - Actress,25,StudyProc5,90,Star - ?,sky,,
D_JOL B,106,1,Thread - Thimble,26,StudyProc5,10,Thread - ?,,,
D_JOL B,106,1,Even - Revenge,27,StudyProc5,80,Even - ?,equal,,
D_JOL B,106,1,Pop - Balloon,28,StudyProc5,100,Pop - ?,candy,,
D_JOL B,106,1,Fruit - Strawberry,29,StudyProc5,80,Fruit - ?,strawberry,,
D_JOL B,106,1,Best - Favorite,30,StudyProc5,90,Best - ?,favorite,,
D_JOL B,106,1,Cat - Panther,31,StudyProc5,78,Cat - ?,dog,,
D_JOL B,106,1,Glass - Breakable,32,StudyProc5,90,Glass - ?,breakable,,
D_JOL B,106,1,Dead - Coffin,33,StudyProc5,90,Dead - ?,casket,,
D_JOL B,106,1,Plane - Aircraft,34,StudyProc5,95,Plane - ?,aircraft,,
D_JOL B,106,1,Fish - Sardine,35,StudyProc5,90,Fish - ?,water,,
D_JOL B,106,1,Baseball - League,36,StudyProc5,90,Baseball - ?,league,,
D_JOL B,106,1,Money - Banker,37,StudyProc5,5,Money - ?,bank,,
D_JOL B,106,1,Honest - Truthful,38,StudyProc5,90,Honest - ?,truthful,,
D_JOL B,106,1,Sleep - Nap,39,StudyProc5,90,Sleep - ?,awake,,
D_JOL B,106,1,Fight - Brawl,40,StudyProc5,90,Fight - ?,rawl,,
D_JOL B,106,1,Razor - Shave,41,StudyProc5,90,Razor - ?,scalp,,
D_JOL B,106,1,Rights - Equal,42,StudyProc5,90,Rights - ?,equal,,
D_JOL B,106,1,Mason - Jar,43,StudyProc5,100,Mason - ?,jar,,
D_JOL B,106,1,Candle - Wax,44,StudyProc5,90,Candle - ?,wax,,
D_JOL B,106,1,Wrist - Bracelet,45,StudyProc5,99,Wrist - ?,bracelet,,
D_JOL B,106,1,Element - Carbon,46,StudyProc5,15,Element - ?,carbon,,
D_JOL B,106,1,Gone - Away,47,StudyProc5,80,Gone - ?,away,,
D_JOL B,106,1,Water - Drink,48,StudyProc5,100,Water,drink,,
D_JOL B,106,1,Earth - Ground,49,StudyProc5,100,Earth - ?,ground,,
D_JOL B,106,1,Alone - Lonely,50,StudyProc5,100,Alone - ?,lonly,,
D_JOL B,106,1,Dry - Wet,51,StudyProc5,80,Dry - ?,wet,,
D_JOL B,106,1,Safety - Seatbelt,52,StudyProc5,90,Safety - ?,,,
D_JOL B,106,1,Truth - Lie,53,StudyProc5,80,Truth - ?,lie,,
D_JOL B,106,1,Phone - Communication,54,StudyProc5,90,Phone - ?,answer,,
D_JOL B,106,1,Rod - Reel,55,StudyProc5,80,Rod - ?,reel,,
D_JOL B,106,1,Flea - Tick,56,StudyProc5,90,Flea - ?,tick,,
D_JOL B,106,1,Loud - Noise,57,StudyProc5,100,Loud - ?,noice,,
D_JOL B,106,1,Own - Have,58,StudyProc5,90,Own - ?,mine,,
D_JOL B,106,1,Tantrum - Temper,59,StudyProc5,90,Tantrum - ?,temper,,
D_JOL B,106,1,Sun - Tan,60,StudyProc5,90,Sun - ?,sky,,
D_JOL B,106,1,Justice - Maroon,61,StudyProc5,,Justice - ?,rights,,
D_JOL B,106,1,Stretch - Cloth,62,StudyProc5,10,Stretch - ?,thread,,
D_JOL B,106,1,Give - Steak,63,StudyProc5,5,Give - ?,accept,,
D_JOL B,106,1,Maze - Election,64,StudyProc5,1,Maze - ?,,,
D_JOL B,106,1,Meat - Obtain,65,StudyProc5,1,Meat - ?,,,
D_JOL B,106,1,Crackle - Able,66,StudyProc5,10,Crackle - ?,able,,
D_JOL B,106,1,Shell - Snake,67,StudyProc5,10,Shell - ?,,,
D_JOL B,106,1,Listen - Fiction,68,StudyProc5,40,Listen - ?,read,,
D_JOL B,106,1,Keys - Joke,69,StudyProc5,,Keys - ?,car,,
D_JOL B,106,1,Cake - Clothes,70,StudyProc5,12,Cake - ?,canle,,
D_JOL B,106,1,Name - Hate,71,StudyProc5,10,Name - ?,,,
D_JOL B,106,1,Fuzzy - Bang,72,StudyProc5,20,Fuzzy - ?,dog,,
D_JOL B,106,1,Moat - Clear,73,StudyProc5,5,Moat - ?,lear,,
D_JOL B,106,1,Lease - Toil,74,StudyProc5,10,Lease - ?,rent,,
D_JOL B,106,1,Loan - Sign,75,StudyProc5,90,Loan - ?,money,,
D_JOL B,106,1,Both - Ounce,76,StudyProc5,4,Both - ?,same,,
D_JOL B,106,1,Temperature - Morning,77,StudyProc5,3,Temperature - ?,tantrum,,
D_JOL B,106,1,Mirror - Children,78,StudyProc5,10,Mirror - ?,child,,
D_JOL B,106,1,Main - Scar,79,StudyProc5,4,Main - ?,object,,
D_JOL B,106,1,Charm - Vehicle,80,StudyProc5,,Vehicle - ?,car,,
D_JOL D,108,1,Flip - Turn,1,StudyProc5,100,Flip - ?,Turn,,
D_JOL D,108,1,Windshield - Car,2,StudyProc5,75,Windsield - ?,Car,,
D_JOL D,108,1,Villain - Bad,3,StudyProc5,100,Villian - ?,Bad,,
D_JOL D,108,1,Penguin - Bird,4,StudyProc5,100,Penguin - ?,,,
D_JOL D,108,1,Actress - Star,5,StudyProc5,75,Actress - ?,Star,,
D_JOL D,108,1,Thimble - Thread,6,StudyProc5,50,Thimble - ?,Fumble,,
D_JOL D,108,1,Revenge - Even,7,StudyProc5,50,Revenge - ?,Furry,,
D_JOL D,108,1,Balloon - Pop,8,StudyProc5,100,Balloon - ?,Pop,,
D_JOL D,108,1,Strawberry - Fruit,9,StudyProc5,100,Strawberry - ?,Fruit,,
D_JOL D,108,1,Favorite - Best,10,StudyProc5,75,Favorite - ?,Best,,
D_JOL D,108,1,Panther - Cat,11,StudyProc5,100,Panther - ?,Cat,,
D_JOL D,108,1,Breakable - Glass,12,StudyProc5,75,Breakable - ?,Glass,,
D_JOL D,108,1,Coffin - Dead,13,StudyProc5,75,Coffin - ?,Dead,,
D_JOL D,108,1,Aircraft - Plane,14,StudyProc5,75,Aircraft - ?,Plane,,
D_JOL D,108,1,Sardine - Fish,15,StudyProc5,100,Sardine - ?,Meat,,
D_JOL D,108,1,League - Baseball,16,StudyProc5,100,League - ?,Baseball,,
D_JOL D,108,1,Banker - Money,17,StudyProc5,100,Banker - ?,Money,,
D_JOL D,108,1,Truthful - Honest,18,StudyProc5,100,Truthful - ?,Lie,,
D_JOL D,108,1,Nap - Sleep,19,StudyProc5,100,Nap - ?,Bedtime,,
D_JOL D,108,1,Brawl - Fight,20,StudyProc5,75,Brawl - ?,Fight,,
D_JOL D,108,1,Long - Extension,21,StudyProc5,85,Long - ?,Extension,,
D_JOL D,108,1,Game - Clue,22,StudyProc5,75,Game - ?,Club,,
D_JOL D,108,1,Tie - Shoelace,23,StudyProc5,75,Tie - ?,Knot,,
D_JOL D,108,1,Myster - Detective,24,StudyProc5,1,Mystery - ?,Solve,,
D_JOL D,108,1,End - Adjourn,25,StudyProc5,50,End - ?,Close,,
D_JOL D,108,1,Dog - Furry,26,StudyProc5,50,Dog - ?,Furry,,
D_JOL D,108,1,Trash - Litter,27,StudyProc5,75,Trash - ?,Can,,
D_JOL D,108,1,Red - Cherry,28,StudyProc5,75,Red - ?,Cherry,,
D_JOL D,108,1,Head - Scalp,29,StudyProc5,100,Head - ?,Scalp,,
D_JOL D,108,1,Car - Driver,30,StudyProc5,75,Car - ?,Windshield,,
D_JOL D,108,1,Cut - Chop,31,StudyProc5,100,Cut - ?,Paper,,
D_JOL D,108,1,Donkey - Mule,32,StudyProc5,100,Donkey - ?,Mule,,
D_JOL D,108,1,Paper - Document,33,StudyProc5,100,Paper - ?,Scissors,,
D_JOL D,108,1,Smell - Incense,34,StudyProc5,75,Smell - ?,Fragrance,,
D_JOL D,108,1,Eat - Dine,35,StudyProc5,75,Eat - ?,Plate,,
D_JOL D,108,1,Scissors - Shears,36,StudyProc5,50,Scissors - ?,Paper,,
D_JOL D,108,1,Fight - Feud,37,StudyProc5,50,Fight - ?,Furry,,
D_JOL D,108,1,Plant - Cactus,38,StudyProc5,100,Plant - ?,Flower,,
D_JOL D,108,1,Cold - Chill,39,StudyProc5,75,Cold - ?,Hot,,
D_JOL D,108,1,Love - Affection,40,StudyProc5,100,Love - ?,Enemy,,
D_JOL D,108,1,Shave - Razor,41,StudyProc5,100,Shave - ?,Cream,,
D_JOL D,108,1,Equal - Rights,42,StudyProc5,75,Equal - ?,,,
D_JOL D,108,1,Jar - Mason,43,StudyProc5,40,Jar - ?,,,
D_JOL D,108,1,Wax - Candle,44,StudyProc5,75,Wax - ?,Candle,,
D_JOL D,108,1,Bracelet - Wrist,45,StudyProc5,100,Bracelet - ?,Charm,,
D_JOL D,108,1,Carbon - Element,46,StudyProc5,75,Carbon - ?,Element,,
D_JOL D,108,1,Away - Gone,47,StudyProc5,75,Away - ?,Gone,,
D_JOL D,108,1,Drink - Water,48,StudyProc5,75,Drink - ?,Water,,
D_JOL D,108,1,Ground - Earth,49,StudyProc5,75,Ground - ?,Earth,,
D_JOL D,108,1,Lonely - Alone,50,StudyProc5,85,Lonely - ?,Alone,,
D_JOL D,108,1,Seatbelt - Safety,51,StudyProc5,100,Seatbelt - ?,Car,,
D_JOL D,108,1,Lie - Truth,52,StudyProc5,50,Lie - ?,Truth,,
D_JOL D,108,1,Communication - Phone,53,StudyProc5,100,Communication - ?,Phone,,
D_JOL D,108,1,Reel - Rod,54,StudyProc5,50,Reel - ?,Rod,,
D_JOL D,108,1,Tick - Flea,55,StudyProc5,100,Tick - ?,Dog,,
D_JOL D,108,1,Noise - Loud,56,StudyProc5,75,Noise - ?,Loud,,
D_JOL D,108,1,Have - Own,57,StudyProc5,1,Temper - ?,Angry,,
D_JOL D,108,1,Temper - Tantrum,58,StudyProc5,100,Have - ?,,,
D_JOL D,108,1,Tan - Sun,59,StudyProc5,100,Tan - ?,Lotion,,
D_JOL D,108,1,Maroon - Justice,60,StudyProc5,1,Maroon - ?,Red,,
D_JOL D,108,1,Cloth - Stretch,61,StudyProc5,50,Cloth - ?,Cut,,
D_JOL D,108,1,Election - Maze,62,StudyProc5,40,Election - ?,Politics,,
D_JOL D,108,1,Charm - Vehicle,63,StudyProc5,50,Charm - ?,Bracelet,,
D_JOL D,108,1,Obtain - Meat,64,StudyProc5,1,Obtain - ?,,,
D_JOL D,108,1,Able - Crackle,65,StudyProc5,1,Able - ?,Action,,
D_JOL D,108,1,Shake - Shell,66,StudyProc5,40,Shake - ?,Toss,,
D_JOL D,108,1,Fiction - Listen,67,StudyProc5,1,Fiction - ?,Tale,,
D_JOL D,108,1,Joke - Keys,68,StudyProc5,1,Joke - ?,Play,,
D_JOL D,108,1,Hate - Name,69,StudyProc5,1,Hate - ?,Sad,,
D_JOL D,108,1,Bang - Fuzzy,70,StudyProc5,1,Bang - ?,,,
D_JOL D,108,1,Clear - Moat,71,StudyProc5,50,Clear - ?,Apparent,,
D_JOL D,108,1,Wet - Dry,72,StudyProc5,75,Wet - ?,Dry,,
D_JOL D,108,1,Steak - Give,73,StudyProc5,30,Steak - ?,Meat,,
D_JOL D,108,1,Late - Early,74,StudyProc5,,Clothes - ?,Pants,,
D_JOL D,108,1,Toil - Lease,75,StudyProc5,50,Toil - ?,Foil,,
D_JOL D,108,1,Sign - Loan,76,StudyProc5,50,Sign - ?,Poster,,
D_JOL D,108,1,Ounce - Both,77,StudyProc5,30,Ounce - ?,Pounds,,
D_JOL D,108,1,Morning - Temperature,78,StudyProc5,85,Morning - ?,Temperature,,
D_JOL D,108,1,Children - Mirror,79,StudyProc5,1,Children - ?,,,
D_JOL D,108,1,Main - Scar,80,StudyProc5,50,Main - ?,Dog,,
D_JOL B,106,2,Delinquent - Bad,1,StudyProc3,90,Delinquent - ?,bad,,
D_JOL B,106,2,Digestion - Stomach,2,StudyProc3,,Digestion - ?,,,
D_JOL B,106,2,Wage - Money,3,StudyProc3,78,Wage - ?,money,,
D_JOL B,106,2,Chisel - Hammer,4,StudyProc3,50,Chisel - ?,hammer,,
D_JOL B,106,2,Editor - News,5,StudyProc3,,Editor - ?,paper,,
D_JOL B,106,2,Hornet - Sting,6,StudyProc3,90,Hornet - ?,sting,,
D_JOL B,106,2,Bitter - Cold,7,StudyProc3,5,Bitter - ?,cold,,
D_JOL B,106,2,Root - Plant,8,StudyProc3,90,Root - ?,plant,,
D_JOL B,106,2,Swan - Bird,9,StudyProc3,75,Swan - ?,lake,,
D_JOL B,106,2,Paw - Dog,10,StudyProc3,90,Paw - ?,dog,,
D_JOL B,106,2,Way - Out,11,StudyProc3,75,Way - ?,take,,
D_JOL B,106,2,Hygiene - Clean,12,StudyProc3,80,Hygiene - ?,clen,,
D_JOL B,106,2,Bridge - Water,13,StudyProc3,90,Bridge - ?,water,,
D_JOL B,106,2,Geology - Rock,14,StudyProc3,10,Geology - ?,rock,,
D_JOL B,106,2,Revolution - War,15,StudyProc3,90,Revolution - ?,science,,
D_JOL B,106,2,Discussion - Talk,16,StudyProc3,10,Discussion - ?,talk,,
D_JOL B,106,2,Herd - Cow,17,StudyProc3,90,Herd - ?,cows,,
D_JOL B,106,2,Credit - Card,18,StudyProc3,90,Credit - ?,paper,,
D_JOL B,106,2,Orchid - Flower,19,StudyProc3,90,Orchid - ?,flower,,
D_JOL B,106,2,Tuna -  Fish,20,StudyProc3,80,Tuna - ?,fish,,
D_JOL B,106,2,Full - Enough,21,StudyProc3,90,Full - ?,enough,,
D_JOL B,106,2,Drink - Sip,22,StudyProc3,90,Drink - ?,cold,,
D_JOL B,106,2,Dark - Cave,23,StudyProc3,90,Dark - ?,cold,,
D_JOL B,106,2,Take - Seize,24,StudyProc3,70,Take - ?,away,,
D_JOL B,106,2,Height - Growth,25,StudyProc3,90,Height - ?,growth,,
D_JOL B,106,2,Sentence - Word,26,StudyProc3,90,Sentence - ?,word,,
D_JOL B,106,2,Bug - Wasp,27,StudyProc3,90,Bug - ?,wasp,,
D_JOL B,106,2,Math - Division,28,StudyProc3,50,Math - ?,test,,
D_JOL B,106,2,Law - Attorney,29,StudyProc3,90,Law - ?,attorney,,
D_JOL B,106,2,Great - Fantastic,30,StudyProc3,90,Great - ?,happy,,
D_JOL B,106,2,Key - Latch,31,StudyProc3,90,Key - ?,chain,,
D_JOL B,106,2,Hot - Chili,32,StudyProc3,40,Hot - ?,chili,,
D_JOL B,106,2,Ball - Racket,33,StudyProc3,90,Ball - ?,catcher,,
D_JOL B,106,2,Work - Chore,34,StudyProc3,50,Work - ?,alone,,
D_JOL B,106,2,Hunger - Famine,35,StudyProc3,90,Hunger - ?,eat,,
D_JOL B,106,2,Sleep - Drowsy,36,StudyProc3,90,Sleep - ?,drowsy,,
D_JOL B,106,2,Smell - Stench,37,StudyProc3,90,Smell - ?,nose,,
D_JOL B,106,2,Clothes - Attire,38,StudyProc3,90,Clothes - ?,nice,,
D_JOL B,106,2,Plane - Pilot,39,StudyProc3,90,Plane - ?,pilot,,
D_JOL B,106,2,Fire - Blaze,40,StudyProc3,75,Fire - ?,blaze,,
D_JOL B,106,2,Due - Assignment,41,StudyProc3,90,Due - ?,paper,,
D_JOL B,106,2,Number - Amount,42,StudyProc3,90,Number - ?,paper,,
D_JOL B,106,2,Location - Site,43,StudyProc3,90,Location - ?,,,
D_JOL B,106,2,Dump - Waste,44,StudyProc3,80,Dump - ?,waste,,
D_JOL B,106,2,Trial - Jury,45,StudyProc3,90,Trial - ?,ground,,
D_JOL B,106,2,Architecture - Design,46,StudyProc3,90,Architecture - ?,art,,
D_JOL B,106,2,Grill -Bar,47,StudyProc3,50,Grill - ?,bar,,
D_JOL B,106,2,Kidney - Liver,48,StudyProc3,5,Kidney - ?,liver,,
D_JOL B,106,2,Begin - End,49,StudyProc3,90,Begin - ?,start,,
D_JOL B,106,2,Blow - Wind,50,StudyProc3,5,Blow - ?,wind,,
D_JOL B,106,2,Pop - Soda,51,StudyProc3,90,Pop - ?,candy,,
D_JOL B,106,2,Wine - Cheese,52,StudyProc3,40,Wine - ?,cheese,,
D_JOL B,106,2,Bathroom - Toilet,53,StudyProc3,10,Bathroom - ?,,,
D_JOL B,106,2,Choice - Decision,54,StudyProc3,90,Choice - ?,matter,,
D_JOL B,106,2,Shoe - Foot,55,StudyProc3,100,Shoe - ?,foot,,
D_JOL B,106,2,Lettuce - Salad,56,StudyProc3,90,Lettuce - ?,saad,,
D_JOL B,106,2,Past - Future,57,StudyProc3,5,Past - ?,future,,
D_JOL B,106,2,Honey - Bee,58,StudyProc3,100,Honey - ?,bee,,
D_JOL B,106,2,Baby - Child,59,StudyProc3,90,Baby - ?,mom,,
D_JOL B,106,2,Circle - Round,60,StudyProc3,90,Circle - ?,round,,
D_JOL B,106,2,Pusher - Clutter,61,StudyProc3,5,Pusher - ?,horder,,
D_JOL B,106,2,Dietary - Sacking,62,StudyProc3,4,Dietary - ?,eat,,
D_JOL B,106,2,Park - Hungry,63,StudyProc3,10,Park - ?,nice,,
D_JOL B,106,2,Lift - Woman,64,StudyProc3,5,Lift - ?,woman,,
D_JOL B,106,2,Soon - Belt,65,StudyProc3,5,Soon - ?,take,,
D_JOL B,106,2,Discover - Floor,66,StudyProc3,90,Discover - ?,found,,
D_JOL B,106,2,Death - Business,67,StudyProc3,5,Death - ?,liver,,
D_JOL B,106,2,Debate - Sight,68,StudyProc3,10,Debate - ?,law,,
D_JOL B,106,2,Artery - Bronze,69,StudyProc3,5,Artery - ?,build,,
D_JOL B,106,2,Fix - Hand,70,StudyProc3,10,Fix - ?,builder,,
D_JOL B,106,2,Machine - Position,71,StudyProc3,10,Machine - ?,paper,,
D_JOL B,106,2,Happy - Car,72,StudyProc3,4,Happy - ?,nice,,
D_JOL B,106,2,Allow - Tuck,73,StudyProc3,5,Allow - ?,permisson,,
D_JOL B,106,2,Art - Lion,74,StudyProc3,4,Art - ?,architecture,,
D_JOL B,106,2,Strong - Accident,75,StudyProc3,5,Strong - ?,hold,,
D_JOL B,106,2,Sugar - Riddle,76,StudyProc3,4,Sugar - ?,,,
D_JOL B,106,2,Valley - Add,77,StudyProc3,5,Valley - ?,depth,,
D_JOL B,106,2,Cash - Would,78,StudyProc3,10,Cash - ?,money,,
D_JOL B,106,2,Hide - Sick,79,StudyProc3,10,Hide - ?,scare,,
D_JOL B,106,2,King - Vase,80,StudyProc3,5,King - ?,key,,
D_JOL D,108,2,Enough - Full,1,StudyProc3,75,Enough - ?,None,,
D_JOL D,108,2,Sip - Drink,2,StudyProc3,100,Sip - ?,Drink,,
D_JOL D,108,2,Cave - Dark,3,StudyProc3,75,Cave - ?,Dark,,
D_JOL D,108,2,Seize - Take,4,StudyProc3,75,Seize - ?,,,
D_JOL D,108,2,Growth - Height,5,StudyProc3,85,Growth - ?,Tree,,
D_JOL D,108,2,Word - Sentence,6,StudyProc3,100,Word - ?,Know,,
D_JOL D,108,2,Wasp - Bug,7,StudyProc3,100,Wasp - ?,Bug,,
D_JOL D,108,2,Division - Math,8,StudyProc3,75,Division - ?,War,,
D_JOL D,108,2,Attorney - Law,9,StudyProc3,100,Attorney - ?,Law,,
D_JOL D,108,2,Fantastic - Great,10,StudyProc3,100,Fantastic - ?,Happy,,
D_JOL D,108,2,Latch - Key,11,StudyProc3,50,Latch - ?,Key,,
D_JOL D,108,2,Chili - Hot,12,StudyProc3,75,Chili - ?,Hot,,
D_JOL D,108,2,Racket - Ball,13,StudyProc3,100,Racket - ?,Tennis,,
D_JOL D,108,2,Chore - Work,14,StudyProc3,75,Chore - ?,Clean,,
D_JOL D,108,2,Famine - Hunger,15,StudyProc3,100,Famine - ?,Hunger,,
D_JOL D,108,2,Drowsy - Sleep,16,StudyProc3,100,Drowsy - ?,Sleepy,,
D_JOL D,108,2,Stench - Smell,17,StudyProc3,75,Stench - ?,Smell,,
D_JOL D,108,2,Attire - Clothes,18,StudyProc3,100,Attire - ?,Clothes,,
D_JOL D,108,2,Pilot - Plane,19,StudyProc3,85,Pilot - ?,Plane,,
D_JOL D,108,2,Blaze - Fire,20,StudyProc3,85,Blaze - ?,Hot,,
D_JOL D,108,2,Bad - Delinquent,21,StudyProc3,75,Bad - ?,Villian,,
D_JOL D,108,2,Stomach - Digestion,22,StudyProc3,100,Stomach - ?,Growl,,
D_JOL D,108,2,Money - Wage,23,StudyProc3,85,Money - ?,Attorney,,
D_JOL D,108,2,News - Editor,24,StudyProc3,100,News - ?,Anchor,,
D_JOL D,108,2,Sting - Hornet,25,StudyProc3,85,Sting - ?,Bee,,
D_JOL D,108,2,Cold - Bitter,26,StudyProc3,75,Cold - ?,Hot,,
D_JOL D,108,2,Plant - Root,27,StudyProc3,100,Plant - ?,Tree,,
D_JOL D,108,2,Bird - Swan,28,StudyProc3,85,Bird - ?,Animal,,
D_JOL D,108,2,Dog - Paw,29,StudyProc3,75,Dog - ?,Food,,
D_JOL D,108,2,Out - Way,30,StudyProc3,40,Out - ?,Away,,
D_JOL D,108,2,Clean - Hygiene,31,StudyProc3,100,Clean - ?,House,,
D_JOL D,108,2,Water - Bridge,32,StudyProc3,100,Water- ?,Drink,,
D_JOL D,108,2,Rock - Geology,33,StudyProc3,75,Rock - ?,Tree,,
D_JOL D,108,2,War - Revolution,34,StudyProc3,100,War - ?,Revolution,,
D_JOL D,108,2,Talk - Discussion,35,StudyProc3,85,Talk - ?,Tree,,
D_JOL D,108,2,Cow - Herd,36,StudyProc3,100,Cow - ?,Mule,,
D_JOL D,108,2,Card - Credit,37,StudyProc3,75,Card - ?,Credit,,
D_JOL D,108,2,Flower - Orchid,38,StudyProc3,100,Flower - ?,Bloom,,
D_JOL D,108,2,Fish - Tuna,39,StudyProc3,100,Fish - ?,Oil,,
D_JOL D,108,2,Hammer - Chisel,40,StudyProc3,50,Hammer - ?,Chief,,
D_JOL D,108,2,Assignment - Due,41,StudyProc3,75,Amount - ?,Money,,
D_JOL D,108,2,Amount - Number,42,StudyProc3,85,Assignment - ?,Due,,
D_JOL D,108,2,Site - Location,43,StudyProc3,100,Site - ?,Design,,
D_JOL D,108,2,Waste - Dump,44,StudyProc3,75,Waste - ?,Garbage,,
D_JOL D,108,2,Jury - Trial,45,StudyProc3,100,Jury - ?,Trial,,
D_JOL D,108,2,Design - Architecture,46,StudyProc3,100,Design - ?,Architecture,,
D_JOL D,108,2,Bar - Grill,47,StudyProc3,85,Bar - ?,Grill,,
D_JOL D,108,2,Liver - Kidney,48,StudyProc3,100,Liver - ?,Kidney,,
D_JOL D,108,2,End - Begin,49,StudyProc3,75,End - ?,Game,,
D_JOL D,108,2,Wind - Blow,50,StudyProc3,100,Wind - ?,Blow,,
D_JOL D,108,2,Soda - Pop,51,StudyProc3,100,Soda - ?,Can,,
D_JOL D,108,2,Cheese - Wine,52,StudyProc3,75,Cheese - ?,Bread,,
D_JOL D,108,2,Toilet - Bathroom,53,StudyProc3,100,Toilet - ?,Water,,
D_JOL D,108,2,Decision - Choice,54,StudyProc3,75,Decision - ?,Know,,
D_JOL D,108,2,Foot - Shoe,55,StudyProc3,100,Foot - ?,Toe,,
D_JOL D,108,2,Future - Past,56,StudyProc3,100,Future - ?,,,
D_JOL D,108,2,Salad - Lettuce,57,StudyProc3,100,Salad - ?,Dressing,,
D_JOL D,108,2,Bee - Honey,58,StudyProc3,75,Bee - ?,Honey,,
D_JOL D,108,2,Child - Bee,59,StudyProc3,,Child - ?,Little,,
D_JOL D,108,2,Round - Circle,60,StudyProc3,85,Round - ?,Number,,
D_JOL D,108,2,Clutter - Pusher,61,StudyProc3,85,Clutter - ?,Mess,,
D_JOL D,108,2,Sacking - Dietary,62,StudyProc3,75,Sacking - ?,Happy,,
D_JOL D,108,2,Hungry - Park,63,StudyProc3,75,Hungry - ?,Famine,,
D_JOL D,108,2,Woman - Lift,64,StudyProc3,30,Woman - ?,,,
D_JOL D,108,2,Belt - Soon,65,StudyProc3,30,Belt - ?,Seatbelt,,
D_JOL D,108,2,Floor - Discover,66,StudyProc3,30,Floor - ?,Tree,,
D_JOL D,108,2,Business - Death,67,StudyProc3,75,Business - ?,Law,,
D_JOL D,108,2,Sight - Debate,68,StudyProc3,75,Sight - ?,Eye,,
D_JOL D,108,2,Bronze - Artery,69,StudyProc3,85,Bronze - ?,Silver,,
D_JOL D,108,2,Hand - Fix,70,StudyProc3,50,Hand - ?,Toe,,
D_JOL D,108,2,Position - Machine,71,StudyProc3,30,Position - ?,,,
D_JOL D,108,2,Car - Happy,72,StudyProc3,30,Car - ?,Accident,,
D_JOL D,108,2,Tuck - Allow,73,StudyProc3,50,Tuck - ?,Fold,,
D_JOL D,108,2,Lion - Art,74,StudyProc3,40,Lion - ?,Mane,,
D_JOL D,108,2,Accident - Strong,75,StudyProc3,1,Accident - ?,Car,,
D_JOL D,108,2,Riddle - Sugar,76,StudyProc3,30,Riddle - ?,Joke,,
D_JOL D,108,2,Add - Valley,77,StudyProc3,30,Add - ?,Subtract,,
D_JOL D,108,2,Would - Cash,78,StudyProc3,85,Would - ?,Know,,
D_JOL D,108,2,Sick - Hide,79,StudyProc3,75,Sick - ?,Happy,,
D_JOL D,108,2,Vase - King,80,StudyProc3,85,Vase - ?,Flower,,
D_JOL C,91,2,Flip - Turn,1,StudyProc5,55,Flip - ?,flop,,
D_JOL C,91,2,Windshield - Car,2,StudyProc5,100,Windsield - ?,car,,
D_JOL C,91,2,Villain - Bad,3,StudyProc5,90,Villian - ?,evil,,
D_JOL C,91,2,Penguin - Bird,4,StudyProc5,100,Penguin - ?,bird,,
D_JOL C,91,2,Actress - Star,5,StudyProc5,55,Actress - ?,star,,
D_JOL C,91,2,Thimble - Thread,6,StudyProc5,25,Thimble - ?,,,
D_JOL C,91,2,Revenge - Even,7,StudyProc5,95,Revenge - ?,,,
D_JOL C,91,2,Balloon - Pop,8,StudyProc5,100,Balloon - ?,,,
D_JOL C,91,2,Strawberry - Fruit,9,StudyProc5,85,Strawberry - ?,fruit,,
D_JOL C,91,2,Favorite - Best,10,StudyProc5,100,Favorite - ?,,,
D_JOL C,91,2,Panther - Cat,11,StudyProc5,75,Panther - ?,cat,,
D_JOL C,91,2,Breakable - Glass,12,StudyProc5,100,Breakable - ?,glass,,
D_JOL C,91,2,Coffin - Dead,13,StudyProc5,100,Coffin - ?,death,,
D_JOL C,91,2,Aircraft - Plane,14,StudyProc5,100,Aircraft - ?,plane,,
D_JOL C,91,2,Sardine - Fish,15,StudyProc5,100,Sardine - ?,fish,,
D_JOL C,91,2,League - Baseball,16,StudyProc5,80,League - ?,baseball,,
D_JOL C,91,2,Banker - Money,17,StudyProc5,100,Banker - ?,money,,
D_JOL C,91,2,Truthful - Honest,18,StudyProc5,100,Truthful - ?,,,
D_JOL C,91,2,Nap - Sleep,19,StudyProc5,75,Nap - ?,,,
D_JOL C,91,2,Brawl - Fight,20,StudyProc5,100,Brawl - ?,fight,,
