ExperimentName,Subject,Block,Prompt,ListNum,Procedure[Trial],JOL,Cue-Target,Response,Correct?,Direction,,,JOL_Bin,SDEV,n,lower,Average,upper
D_JOL A,89,1,Allow - Tuck,73,StudyProc3,12,Allow - ?,accept,0,U,,,,,,,,
D_JOL B,106,1,Cake - Clothes,70,StudyProc5,12,Cake - ?,canle,0,U,,,,,,,,
D_JOL D,92,1,Steak - Give,73,StudyProc5,12,Steak - ?,give,1,U,,,,,,,,
D_JOL A,93,2,Keys - Joke,69,StudyProc5,12,Keys - ?,lock,0,U,,,,,,,,
D_JOL A,93,1,Discover - Floor,66,StudyProc3,12,Discover - ?,floor,1,U,,,,,,,,
D_JOL A,93,1,Machine - Position,71,StudyProc3,12,Machine - ?,work,0,U,,,,,,,,
D_JOL A,97,1,Fix - Hand,70,StudyProc3,12,Fix - ?,Hand,1,U,,,,,,,,
D_JOL A,101,2,Keys - Joke,69,StudyProc5,12,Keys - ?,both,0,U,,,,,,,,
D_JOL A,101,1,Death - Business,67,StudyProc3,12,Death - ?,bisness,1,U,,,,,,,,
D_JOL B,102,1,Justice - Maroon,61,StudyProc5,12,Justice - ?,Sherrif,0,U,,,,,,,,
D_JOL B,102,1,Keys - Joke,69,StudyProc5,12,Keys - ?,Jingle,0,U,,,,,,,,
D_JOL B,102,1,Loan - Sign,75,StudyProc5,12,Loan - ?,Bank,0,U,,,,,,,,
D_JOL B,102,2,Machine - Position,71,StudyProc3,12,Machine - ?,Learn,0,U,,,,,,,,
D_JOL B,102,2,Cash - Would,78,StudyProc3,12,Cash - ?,Money,0,U,,,,,,,,
D_JOL B,78,1,Cake - Clothes,70,StudyProc5,13,Cake - ?,Birthday,0,U,,,,,,,,
D_JOL B,78,1,Lease - Toil,74,StudyProc5,13,Lease - ?,House,0,U,,,,,,,,
D_JOL B,78,2,Discover - Floor,66,StudyProc3,13,Discover - ?,fnm,0,U,,,,,,,,
D_JOL C,83,1,Position - Machine,71,StudyProc3,13,Position - ?,Held,0,U,,,,,,,,
D_JOL D,88,2,Would - Cash,78,StudyProc3,13,Would - ?,,0,U,,,,,,,,
D_JOL D,92,2,Bronze - Artery,69,StudyProc3,13,Bronze - ?,artery,1,U,,,,,,,,
D_JOL A,97,1,Dietary - Sacking,62,StudyProc3,13,Dietary - ?,,0,U,,,,,,,,
D_JOL B,102,1,Crackle - Able,66,StudyProc5,13,Crackle - ?,Pop,0,U,,,,,,,,
D_JOL B,102,1,Fuzzy - Bang,72,StudyProc5,13,Fuzzy - ?,Bang,1,U,,,,,,,,
D_JOL B,102,2,Soon - Belt,65,StudyProc3,13,Soon - ?,After,0,U,,,,,,,,
D_JOL A,73,2,Keys - Joke,69,StudyProc5,14,Listen - ?,car,0,U,,,,,,,,
D_JOL C,87,1,Riddle - Sugar,76,StudyProc3,14,Riddle - ?,clue,0,U,,,,,,,,
D_JOL A,93,1,Lift - Woman,64,StudyProc3,14,Lift - ?,woman,1,U,,,,,,,,
D_JOL A,97,1,Park - Hungry,63,StudyProc3,14,Park - ?,Hungry,1,U,,,,,,,,
D_JOL A,97,1,Machine - Position,71,StudyProc3,14,Machine - ?,Position,1,U,,,,,,,,
D_JOL A,73,1,Artery - Bronze,69,StudyProc3,15,Artery - ?,,0,U,,,,,,,,
D_JOL A,77,2,Mirror - Children,78,StudyProc5,15,Mirror - ?,children,1,U,,,,,,,,
D_JOL A,77,1,Park - Hungry,63,StudyProc3,15,Park - ?,bench,0,U,,,,,,,,
D_JOL A,81,2,Keys - Joke,69,StudyProc5,15,Keys - ?,,0,U,,,,,,,,
D_JOL B,82,1,Crackle - Able,66,StudyProc5,15,Crackle - ?,noise,0,U,,,,,,,,
D_JOL B,82,1,Keys - Joke,69,StudyProc5,15,Keys - ?,Hold,0,U,,,,,,,,
D_JOL B,82,1,Fuzzy - Bang,72,StudyProc5,15,Fuzzy - ?,Dog,0,U,,,,,,,,
D_JOL B,82,1,Moat - Clear,73,StudyProc5,15,Moat - ?,Chocolate,0,U,,,,,,,,
D_JOL B,82,1,Temperature - Morning,77,StudyProc5,15,Temperature - ?,Morning,1,U,,,,,,,,
D_JOL B,82,1,Mirror - Children,78,StudyProc5,15,Mirror - ?,,0,U,,,,,,,,
D_JOL B,82,2,Discover - Floor,66,StudyProc3,15,Discover - ?,FIND,0,U,,,,,,,,
D_JOL B,82,2,Art - Lion,74,StudyProc3,15,Art - ?,DESIGN,0,U,,,,,,,,
D_JOL B,82,2,Valley - Add,77,StudyProc3,15,Valley - ?,DARK,0,U,,,,,,,,
D_JOL B,82,2,Cash - Would,78,StudyProc3,15,Cash - ?,WAGE,0,U,,,,,,,,
D_JOL B,82,2,Hide - Sick,79,StudyProc3,15,Hide - ?,OUT,0,U,,,,,,,,
D_JOL B,82,2,King - Vase,80,StudyProc3,15,King - ?,QUEEN,0,U,,,,,,,,
D_JOL C,83,2,Morning - Temperature,78,StudyProc5,15,Morning - ?,Shine,0,U,,,,,,,,
D_JOL C,83,1,Car - Happy,72,StudyProc3,15,Car - ?,Happy,1,U,,,,,,,,
D_JOL C,83,1,Accident - Strong,75,StudyProc3,15,Accident - ?,Mistake,0,U,,,,,,,,
D_JOL C,87,1,Woman - Lift,64,StudyProc3,15,Woman - ?,man,0,U,,,,,,,,
D_JOL C,87,1,Floor - Discover,66,StudyProc3,15,Floor - ?,tile,0,U,,,,,,,,
D_JOL C,87,1,Sight - Debate,68,StudyProc3,15,Sight - ?,see,0,U,,,,,,,,
D_JOL C,91,2,Charm - Vehicle,63,StudyProc5,15,Charm - ?,,0,U,,,,,,,,
D_JOL D,92,1,Cloth - Stretch,61,StudyProc5,15,Cloth - ?,stretch,1,U,,,,,,,,
D_JOL C,95,2,Toil - Lease,75,StudyProc5,15,Toil - ?,Test,0,U,,,,,,,,
D_JOL A,97,2,Mirror - Children,78,StudyProc5,15,Mirror - ?,Child,1,U,,,,,,,,
D_JOL B,98,1,Meat - Obtain,65,StudyProc5,15,Meat - ?,conceit,0,U,,,,,,,,
D_JOL D,100,1,Shake - Shell,66,StudyProc5,15,Shake - ?,shell,1,U,,,,,,,,
D_JOL D,100,1,Sign - Loan,76,StudyProc5,15,Sign - ?,,0,U,,,,,,,,
D_JOL D,100,1,Morning - Temperature,78,StudyProc5,15,Morning - ?,,0,U,,,,,,,,
D_JOL D,100,2,Hungry - Park,63,StudyProc3,15,Hungry - ?,,0,U,,,,,,,,
D_JOL D,100,2,Tuck - Allow,73,StudyProc3,15,Tuck - ?,,0,U,,,,,,,,
D_JOL A,101,2,Crackle - Able,66,StudyProc5,15,Crackle - ?,aircraft,0,U,,,,,,,,
D_JOL B,102,1,Moat - Clear,73,StudyProc5,15,Moat - ?,Clear,1,U,,,,,,,,
D_JOL C,103,1,Accident - Strong,75,StudyProc3,15,Accident - ?,car,0,U,,,,,,,,
D_JOL C,95,2,Cloth - Stretch,61,StudyProc5,16,Cloth - ?,Stretch,1,U,,,,,,,,
D_JOL A,101,2,Justice - Maroon,61,StudyProc5,16,Justice - ?,away,0,U,,,,,,,,
D_JOL A,101,1,King - Vase,80,StudyProc3,16,King - ?,leader,0,U,,,,,,,,
D_JOL A,73,2,Listen - Fiction,68,StudyProc5,17,Shell - ?,hear,0,U,,,,,,,,
D_JOL D,92,1,Charm - Vehicle,63,StudyProc5,17,Charm - ?,vehicle,1,U,,,,,,,,
D_JOL D,92,1,Main - Scar,80,StudyProc5,17,Main - ?,sock,0,U,,,,,,,,
D_JOL C,95,2,Obtain - Meat,64,StudyProc5,17,Obtain - ?,Grab,0,U,,,,,,,,
D_JOL C,95,2,Hate - Name,69,StudyProc5,17,Hate - ?,,0,U,,,,,,,,
D_JOL C,95,2,Clear - Moat,71,StudyProc5,17,Clear - ?,,0,U,,,,,,,,
D_JOL A,89,1,Death - Business,67,StudyProc3,18,Death - ?,row,0,U,,,,,,,,
D_JOL D,88,2,Floor - Discover,66,StudyProc3,19,Floor - ?,,0,U,,,,,,,,
D_JOL A,93,2,Lease - Toil,74,StudyProc5,19,Lease - ?,borrow,0,U,,,,,,,,
D_JOL C,95,2,Fiction - Listen,67,StudyProc5,19,Fiction - ?,Fact,0,U,,,,,,,,
D_JOL A,73,2,Mirror - Children,78,StudyProc5,20,Temperature - ?,child,0,U,,,,,,,,
D_JOL A,77,2,Listen - Fiction,68,StudyProc5,20,Listen - ?,hear,0,U,,,,,,,,
D_JOL A,77,2,Moat - Clear,73,StudyProc5,20,Moat - ?,blank,0,U,,,,,,,,
D_JOL A,77,2,Lease - Toil,74,StudyProc5,20,Lease - ?,sign,0,U,,,,,,,,
D_JOL A,77,1,Debate - Sight,68,StudyProc3,20,Debate - ?,discussion,0,U,,,,,,,,
D_JOL A,77,1,Art - Lion,74,StudyProc3,20,Art - ?,archeiture,0,U,,,,,,,,
D_JOL A,81,2,Moat - Clear,73,StudyProc5,20,Moat - ?,,0,U,,,,,,,,
D_JOL B,82,1,Stretch - Cloth,62,StudyProc5,20,Stretch - ?,EXTEND,0,U,,,,,,,,
D_JOL B,82,1,Listen - Fiction,68,StudyProc5,20,Listen - ?,Hear,0,U,,,,,,,,
D_JOL B,82,1,Lease - Toil,74,StudyProc5,20,Lease - ?,Loan,0,U,,,,,,,,
D_JOL B,82,2,Artery - Bronze,69,StudyProc3,20,Artery - ?,BLOOD,0,U,,,,,,,,
D_JOL C,83,2,Children - Mirror,79,StudyProc5,20,Children - ?,Mirror,1,U,,,,,,,,
D_JOL C,83,1,Hand - Fix,70,StudyProc3,20,Hand - ?,Write,0,U,,,,,,,,
D_JOL D,84,2,Position - Machine,71,StudyProc3,20,Position - ?,footbll,0,U,,,,,,,,
D_JOL B,86,1,Both - Ounce,76,StudyProc5,20,Both - ?,single,0,U,,,,,,,,
D_JOL C,87,1,Position - Machine,71,StudyProc3,20,Position - ?,relax,0,U,,,,,,,,
D_JOL B,90,1,Maze - Election,64,StudyProc5,20,Maze - ?,election,1,U,,,,,,,,
D_JOL B,90,1,Listen - Fiction,68,StudyProc5,20,Listen - ?,,0,U,,,,,,,,
D_JOL B,90,1,Keys - Joke,69,StudyProc5,20,Keys - ?,,0,U,,,,,,,,
D_JOL B,90,2,King - Vase,80,StudyProc3,20,King - ?,,0,U,,,,,,,,
D_JOL B,106,1,Fuzzy - Bang,72,StudyProc5,20,Fuzzy - ?,dog,0,U,,,,,,,,
D_JOL B,94,1,Lease - Toil,74,StudyProc5,20,Lease - ?,own,0,U,,,,,,,,
D_JOL B,94,2,Soon - Belt,65,StudyProc3,20,Soon - ?,away,0,U,,,,,,,,
D_JOL B,94,2,Sugar - Riddle,76,StudyProc3,20,Sugar - ?,pop,0,U,,,,,,,,
D_JOL B,94,2,Valley - Add,77,StudyProc3,20,Valley - ?,gre,0,U,,,,,,,,
D_JOL B,94,2,Cash - Would,78,StudyProc3,20,Cash - ?,deposit,0,U,,,,,,,,
D_JOL D,96,1,Shake - Shell,66,StudyProc5,20,Shake - ?,,0,U,,,,,,,,
D_JOL D,96,1,Joke - Keys,68,StudyProc5,20,Joke - ?,,0,U,,,,,,,,
D_JOL D,96,1,Morning - Temperature,78,StudyProc5,20,Morning - ?,tired,0,U,,,,,,,,
D_JOL D,96,2,Sacking - Dietary,62,StudyProc3,20,Sacking - ?,,0,U,,,,,,,,
D_JOL D,96,2,Bronze - Artery,69,StudyProc3,20,Bronze - ?,,0,U,,,,,,,,
D_JOL D,96,2,Lion - Art,74,StudyProc3,20,Lion - ?,,0,U,,,,,,,,
D_JOL A,97,2,Stretch - Cloth,62,StudyProc5,20,Stretch - ?,Cloth,1,U,,,,,,,,
D_JOL A,97,2,Listen - Fiction,68,StudyProc5,20,Listen - ?,,0,U,,,,,,,,
D_JOL A,97,2,Main - Scar,79,StudyProc5,20,Main - ?,Scar,1,U,,,,,,,,
D_JOL C,99,2,Sign - Loan,76,StudyProc5,20,Sign - ?,language,0,U,,,,,,,,
D_JOL C,99,1,Woman - Lift,64,StudyProc3,20,Woman - ?,lift,1,U,,,,,,,,
D_JOL D,100,1,Obtain - Meat,64,StudyProc5,20,Obtain - ?,have,0,U,,,,,,,,
D_JOL A,101,2,Give - Steak,63,StudyProc5,20,Give - ?,take,0,U,,,,,,,,
D_JOL A,101,1,Machine - Position,71,StudyProc3,20,Machine - ?,position,1,U,,,,,,,,
D_JOL A,101,1,Hide - Sick,79,StudyProc3,20,Hide - ?,sick,1,U,,,,,,,,
D_JOL B,102,1,Name - Hate,71,StudyProc5,20,Name - ?,Revenge,0,U,,,,,,,,
D_JOL B,102,1,Main - Scar,79,StudyProc5,20,Main - ?,Line,0,U,,,,,,,,
D_JOL D,104,1,Shake - Shell,66,StudyProc5,20,Shake - ?,,0,U,,,,,,,,
D_JOL D,104,1,Steak - Give,73,StudyProc5,20,Steak - ?,,0,U,,,,,,,,
D_JOL A,73,1,Soon - Belt,65,StudyProc3,21,Soon - ?,later,0,U,,,,,,,,
D_JOL B,78,1,Justice - Maroon,61,StudyProc5,21,Justice - ?,Peace,0,U,,,,,,,,
D_JOL C,83,1,Woman - Lift,64,StudyProc3,21,Woman - ?,Seizure,0,U,,,,,,,,
D_JOL D,92,1,Joke - Keys,68,StudyProc5,21,Joke - ?,keys,1,U,,,,,,,,
D_JOL C,95,2,Bang - Fuzzy,70,StudyProc5,21,Bang - ?,Fuzzy,1,U,,,,,,,,
D_JOL A,97,2,Shell - Snake,67,StudyProc5,21,Shell - ?,Snake,1,U,,,,,,,,
D_JOL A,97,2,Moat - Clear,73,StudyProc5,21,Moat - ?,Clear,1,U,,,,,,,,
D_JOL B,102,1,Stretch - Cloth,62,StudyProc5,21,Stretch - ?,Fabric,0,U,,,,,,,,
D_JOL A,77,1,Fix - Hand,70,StudyProc3,22,Fix - ?,hand,1,U,,,,,,,,
D_JOL B,78,2,Fix - Hand,70,StudyProc3,22,Fix - ?,break,0,U,,,,,,,,
D_JOL B,86,1,Lease - Toil,74,StudyProc5,22,Lease - ?,own,0,U,,,,,,,,
D_JOL D,88,2,Belt - Soon,65,StudyProc3,22,Belt - ?,seatbelt,0,U,,,,,,,,
D_JOL B,90,1,Name - Hate,71,StudyProc5,22,Name - ?,,0,U,,,,,,,,
D_JOL B,90,1,Main - Scar,79,StudyProc5,22,Main - ?,,0,U,,,,,,,,
D_JOL D,92,2,Riddle - Sugar,76,StudyProc3,22,Riddle - ?,trick,0,U,,,,,,,,
D_JOL A,93,1,Art - Lion,74,StudyProc3,22,Art - ?,lion,1,U,,,,,,,,
D_JOL C,95,2,Joke - Keys,68,StudyProc5,22,Joke - ?,Laugh,0,U,,,,,,,,
D_JOL B,102,2,Pusher - Clutter,61,StudyProc3,22,Pusher - ?,Work,0,U,,,,,,,,
D_JOL A,77,2,Fuzzy - Bang,72,StudyProc5,23,Fuzzy - ?,dog,0,U,,,,,,,,
D_JOL B,78,2,Art - Lion,74,StudyProc3,23,Art - ?,lion,1,U,,,,,,,,
D_JOL B,86,1,Justice - Maroon,61,StudyProc5,23,Justice - ?,judge,0,U,,,,,,,,
D_JOL D,88,1,Toil - Lease,75,StudyProc5,23,Toil - ?,soil,0,U,,,,,,,,
D_JOL D,88,1,Ounce - Both,77,StudyProc5,23,Ounce - ?,bounce,0,U,,,,,,,,
D_JOL D,88,1,Children - Mirror,79,StudyProc5,23,Children - ?,,0,U,,,,,,,,
D_JOL D,88,2,Sick - Hide,79,StudyProc3,23,Sick - ?,,0,U,,,,,,,,
D_JOL A,89,1,King - Vase,80,StudyProc3,23,King - ?,crown,0,U,,,,,,,,
D_JOL D,92,2,Floor - Discover,66,StudyProc3,23,Floor - ?,earth,0,U,,,,,,,,
D_JOL D,92,2,Position - Machine,71,StudyProc3,23,Position - ?,manager,0,U,,,,,,,,
D_JOL A,93,2,Temperature - Morning,77,StudyProc5,23,Temperature - ?,hot,0,U,,,,,,,,
D_JOL A,93,1,Debate - Sight,68,StudyProc3,23,Debate - ?,sight,1,U,,,,,,,,
D_JOL C,95,2,Main - Scar,80,StudyProc5,23,Main - ?,Scar,1,U,,,,,,,,
D_JOL B,102,1,Maze - Election,64,StudyProc5,23,Maze - ?,Fish,0,U,,,,,,,,
D_JOL B,102,2,Allow - Tuck,73,StudyProc3,23,Allow - ?,Permit,0,U,,,,,,,,
D_JOL A,97,2,Temperature - Morning,77,StudyProc5,24,Temperature - ?,Morning,1,U,,,,,,,,
D_JOL A,97,1,Hide - Sick,79,StudyProc3,24,Hide - ?,Sick,1,U,,,,,,,,
D_JOL A,77,1,Discover - Floor,66,StudyProc3,25,Discover - ?,travel,0,U,,,,,,,,
D_JOL A,81,2,Give - Steak,63,StudyProc5,25,Give - ?,,0,U,,,,,,,,
D_JOL A,81,2,Maze - Election,64,StudyProc5,25,Maze - ?,,0,U,,,,,,,,
D_JOL A,81,2,Listen - Fiction,68,StudyProc5,25,Listen - ?,,0,U,,,,,,,,
D_JOL A,81,2,Cake - Clothes,70,StudyProc5,25,Cake - ?,,0,U,,,,,,,,
D_JOL A,81,2,Lease - Toil,74,StudyProc5,25,Lease - ?,,0,U,,,,,,,,
D_JOL A,81,2,Both - Ounce,76,StudyProc5,25,Both - ?,,0,U,,,,,,,,
D_JOL A,81,2,Mirror - Children,78,StudyProc5,25,Mirror - ?,children,1,U,,,,,,,,
D_JOL A,81,1,Pusher - Clutter,61,StudyProc3,25,Pusher - ?,,0,U,,,,,,,,
D_JOL A,81,1,Dietary - Sacking,62,StudyProc3,25,Dietary - ?,,0,U,,,,,,,,
D_JOL A,81,1,Park - Hungry,63,StudyProc3,25,Park - ?,hungry,1,U,,,,,,,,
D_JOL A,81,1,Lift - Woman,64,StudyProc3,25,Lift - ?,woman,1,U,,,,,,,,
D_JOL A,81,1,Soon - Belt,65,StudyProc3,25,Soon - ?,,0,U,,,,,,,,
D_JOL A,81,1,Discover - Floor,66,StudyProc3,25,Discover - ?,,0,U,,,,,,,,
D_JOL A,81,1,Artery - Bronze,69,StudyProc3,25,Artery - ?,,0,U,,,,,,,,
D_JOL A,81,1,Art - Lion,74,StudyProc3,25,Art - ?,,0,U,,,,,,,,
D_JOL A,81,1,Strong - Accident,75,StudyProc3,25,Strong - ?,,0,U,,,,,,,,
D_JOL A,81,1,Valley - Add,77,StudyProc3,25,Valley - ?,,0,U,,,,,,,,
D_JOL A,81,1,King - Vase,80,StudyProc3,25,King - ?,,0,U,,,,,,,,
D_JOL B,82,1,Justice - Maroon,61,StudyProc5,25,Justice - ?,Peace,0,U,,,,,,,,
D_JOL B,82,1,Shell - Snake,67,StudyProc5,25,Shell - ?,hard,0,U,,,,,,,,
D_JOL B,82,1,Loan - Sign,75,StudyProc5,25,Loan - ?,Lease,0,U,,,,,,,,
D_JOL B,82,1,Both - Ounce,76,StudyProc5,25,Both - ?,two,0,U,,,,,,,,
D_JOL B,82,2,Pusher - Clutter,61,StudyProc3,25,Pusher - ?,HARD,0,U,,,,,,,,
D_JOL B,82,2,Dietary - Sacking,62,StudyProc3,25,Dietary - ?,HEALTHY,0,U,,,,,,,,
D_JOL B,82,2,Debate - Sight,68,StudyProc3,25,Debate - ?,TEAM,0,U,,,,,,,,
D_JOL B,82,2,Fix - Hand,70,StudyProc3,25,Fix - ?,HAND,1,U,,,,,,,,
D_JOL B,82,2,Machine - Position,71,StudyProc3,25,Machine - ?,FACTORY,0,U,,,,,,,,
D_JOL B,82,2,Happy - Car,72,StudyProc3,25,Happy - ?,ENDING,0,U,,,,,,,,
D_JOL B,82,2,Strong - Accident,75,StudyProc3,25,Strong - ?,WEAK,0,U,,,,,,,,
D_JOL A,85,2,Stretch - Cloth,62,StudyProc5,25,Stretch - ?,clothes,0,U,,,,,,,,
D_JOL A,85,2,Give - Steak,63,StudyProc5,25,Give - ?,recieve,0,U,,,,,,,,
D_JOL A,85,2,Maze - Election,64,StudyProc5,25,Maze - ?,foundation,0,U,,,,,,,,
D_JOL A,85,2,Shell - Snake,67,StudyProc5,25,Shell - ?,snake,1,U,,,,,,,,
D_JOL A,85,2,Listen - Fiction,68,StudyProc5,25,Listen - ?,hear,0,U,,,,,,,,
D_JOL A,85,1,Lift - Woman,64,StudyProc3,25,Lift - ?,grab,0,U,,,,,,,,
D_JOL A,85,1,Soon - Belt,65,StudyProc3,25,Soon - ?,,0,U,,,,,,,,
D_JOL A,85,1,Discover - Floor,66,StudyProc3,25,Discover - ?,found,0,U,,,,,,,,
D_JOL A,85,1,Death - Business,67,StudyProc3,25,Death - ?,,0,U,,,,,,,,
D_JOL A,85,1,Debate - Sight,68,StudyProc3,25,Debate - ?,choice,0,U,,,,,,,,
D_JOL A,85,1,Artery - Bronze,69,StudyProc3,25,Artery - ?,bronze,1,U,,,,,,,,
D_JOL A,85,1,Fix - Hand,70,StudyProc3,25,Fix - ?,it,0,U,,,,,,,,
D_JOL A,85,1,Happy - Car,72,StudyProc3,25,Happy - ?,,0,U,,,,,,,,
D_JOL A,85,1,Strong - Accident,75,StudyProc3,25,Strong - ?,weak,0,U,,,,,,,,
D_JOL A,85,1,Valley - Add,77,StudyProc3,25,Valley - ?,art,0,U,,,,,,,,
D_JOL A,85,1,Cash - Would,78,StudyProc3,25,Cash - ?,cow,0,U,,,,,,,,
D_JOL A,85,1,King - Vase,80,StudyProc3,25,King - ?,lion,0,U,,,,,,,,
D_JOL D,88,2,Sacking - Dietary,62,StudyProc3,25,Sacking - ?,,0,U,,,,,,,,
D_JOL D,88,2,Woman - Lift,64,StudyProc3,25,Woman - ?,,0,U,,,,,,,,
D_JOL D,88,2,Position - Machine,71,StudyProc3,25,Position - ?,,0,U,,,,,,,,
D_JOL D,88,2,Accident - Strong,75,StudyProc3,25,Accident - ?,,0,U,,,,,,,,
D_JOL C,91,2,Bang - Fuzzy,70,StudyProc5,25,Bang - ?,,0,U,,,,,,,,
D_JOL B,94,2,Art - Lion,74,StudyProc3,25,Art - ?,horse,0,U,,,,,,,,
D_JOL C,95,1,Vase - King,80,StudyProc3,25,Vase - ?,,0,U,,,,,,,,
D_JOL C,99,1,Hand - Fix,70,StudyProc3,25,Hand - ?,arm,0,U,,,,,,,,
D_JOL D,100,1,Election - Maze,62,StudyProc5,25,Election - ?,,0,U,,,,,,,,
D_JOL C,103,2,Hate - Name,69,StudyProc5,25,Hate - ?,,0,U,,,,,,,,
D_JOL C,103,2,Bang - Fuzzy,70,StudyProc5,25,Bang - ?,,0,U,,,,,,,,
D_JOL C,103,2,Toil - Lease,75,StudyProc5,25,Toil - ?,,0,U,,,,,,,,
D_JOL C,103,2,Children - Mirror,79,StudyProc5,25,Children - ?,baby,0,U,,,,,,,,
D_JOL C,103,1,Woman - Lift,64,StudyProc3,25,Woman - ?,fit,0,U,,,,,,,,
D_JOL C,103,1,Car - Happy,72,StudyProc3,25,Car - ?,,0,U,,,,,,,,
D_JOL C,103,1,Vase - King,80,StudyProc3,25,Vase - ?,flowe,0,U,,,,,,,,
D_JOL C,95,2,Charm - Vehicle,63,StudyProc5,26,Charm - ?,Funny,0,U,,,,,,,,
D_JOL C,95,1,Add - Valley,77,StudyProc3,26,Add - ?,,0,U,,,,,,,,
D_JOL C,95,2,Steak - Give,73,StudyProc5,27,Steak - ?,Cut,0,U,,,,,,,,
D_JOL C,95,2,Sign - Loan,76,StudyProc5,27,Sign - ?,Stop,0,U,,,,,,,,
D_JOL A,77,2,Stretch - Cloth,62,StudyProc5,30,Stretch - ?,height,0,U,,,,,,,,
D_JOL A,77,2,Both - Ounce,76,StudyProc5,30,Both - ?,allow,0,U,,,,,,,,
D_JOL A,77,1,Machine - Position,71,StudyProc3,30,Machine - ?,hammer,0,U,,,,,,,,
D_JOL C,83,2,Cloth - Stretch,61,StudyProc5,30,Cloth - ?,Iron,0,U,,,,,,,,
D_JOL C,83,2,Joke - Keys,68,StudyProc5,30,Joke - ?,,0,U,,,,,,,,
D_JOL C,83,2,Bang - Fuzzy,70,StudyProc5,30,Bang - ?,Gun,0,U,,,,,,,,
D_JOL C,83,1,Business - Death,67,StudyProc3,30,Business - ?,State,0,U,,,,,,,,
D_JOL D,84,1,Bang - Fuzzy,70,StudyProc5,30,Bang - ?,,0,U,,,,,,,,
D_JOL C,87,1,Car - Happy,72,StudyProc3,30,Car - ?,truck,0,U,,,,,,,,
D_JOL B,90,1,Meat - Obtain,65,StudyProc5,30,Meat - ?,moat,0,U,,,,,,,,
D_JOL B,90,1,Cake - Clothes,70,StudyProc5,30,Cake - ?,,0,U,,,,,,,,
D_JOL B,90,1,Moat - Clear,73,StudyProc5,30,Moat - ?,meat,0,U,,,,,,,,
D_JOL B,90,1,Both - Ounce,76,StudyProc5,30,Both - ?,,0,U,,,,,,,,
D_JOL B,90,2,Cash - Would,78,StudyProc3,30,Cash - ?,,0,U,,,,,,,,
D_JOL D,108,1,Steak - Give,73,StudyProc5,30,Steak - ?,Meat,0,U,,,,,,,,
D_JOL D,108,1,Ounce - Both,77,StudyProc5,30,Ounce - ?,Pounds,0,U,,,,,,,,
D_JOL D,108,2,Woman - Lift,64,StudyProc3,30,Woman - ?,,0,U,,,,,,,,
D_JOL D,108,2,Belt - Soon,65,StudyProc3,30,Belt - ?,Seatbelt,0,U,,,,,,,,
D_JOL D,108,2,Floor - Discover,66,StudyProc3,30,Floor - ?,Tree,0,U,,,,,,,,
D_JOL D,108,2,Position - Machine,71,StudyProc3,30,Position - ?,,0,U,,,,,,,,
D_JOL D,108,2,Car - Happy,72,StudyProc3,30,Car - ?,Accident,0,U,,,,,,,,
D_JOL D,108,2,Riddle - Sugar,76,StudyProc3,30,Riddle - ?,Joke,0,U,,,,,,,,
D_JOL D,108,2,Add - Valley,77,StudyProc3,30,Add - ?,Subtract,0,U,,,,,,,,
D_JOL C,91,2,Main - Scar,80,StudyProc5,30,Main - ?,,0,U,,,,,,,,
D_JOL D,92,1,Sign - Loan,76,StudyProc5,30,Sign - ?,exit,0,U,,,,,,,,
D_JOL B,94,1,Meat - Obtain,65,StudyProc5,30,Meat - ?,mince,0,U,,,,,,,,
D_JOL B,94,1,Keys - Joke,69,StudyProc5,30,Keys - ?,car,0,U,,,,,,,,
D_JOL B,94,2,Pusher - Clutter,61,StudyProc3,30,Pusher - ?,,0,U,,,,,,,,
D_JOL B,94,2,Lift - Woman,64,StudyProc3,30,Lift - ?,dead,0,U,,,,,,,,
D_JOL B,94,2,Death - Business,67,StudyProc3,30,Death - ?,valley,0,U,,,,,,,,
D_JOL B,94,2,Artery - Bronze,69,StudyProc3,30,Artery - ?,blood,0,U,,,,,,,,
D_JOL B,94,2,Machine - Position,71,StudyProc3,30,Machine - ?,,0,U,,,,,,,,
D_JOL C,95,1,Would - Cash,78,StudyProc3,30,Would - ?,,0,U,,,,,,,,
D_JOL D,96,1,Election - Maze,62,StudyProc5,30,Election - ?,president,0,U,,,,,,,,
D_JOL D,96,1,Charm - Vehicle,63,StudyProc5,30,Charm - ?,,0,U,,,,,,,,
D_JOL D,96,1,Fiction - Listen,67,StudyProc5,30,Fiction - ?,tale,0,U,,,,,,,,
D_JOL D,96,1,Hate - Name,69,StudyProc5,30,Hate - ?,,0,U,,,,,,,,
D_JOL D,96,1,Clear - Moat,71,StudyProc5,30,Clear - ?,,0,U,,,,,,,,
D_JOL D,96,1,Main - Scar,80,StudyProc5,30,Main - ?,,0,U,,,,,,,,
D_JOL D,96,2,Clutter - Pusher,61,StudyProc3,30,Clutter - ?,,0,U,,,,,,,,
D_JOL D,96,2,Business - Death,67,StudyProc3,30,Business - ?,,0,U,,,,,,,,
D_JOL D,96,2,Sight - Debate,68,StudyProc3,30,Sight - ?,location,0,U,,,,,,,,
D_JOL D,96,2,Tuck - Allow,73,StudyProc3,30,Tuck - ?,roll,0,U,,,,,,,,
D_JOL D,96,2,Riddle - Sugar,76,StudyProc3,30,Riddle - ?,,0,U,,,,,,,,
