ExperimentName,Subject,Group,Block,Trial,STIM,TASK,Switch,Congruent,CVOE,Response,Key,PCVstim.RT
CVOE_C,11,1,4,72,H 81,Number,Y,TRUE,OE,q,q,1267
CVOE_C,11,1,4,73,I 41,Number,N,FALSE,OE,q,q,826
CVOE_C,11,1,4,74,U 19,Letter,Y,FALSE,CV,p,p,1239
CVOE_C,11,1,4,75,O 17,Number,Y,FALSE,OE,q,q,1640
CVOE_C,11,1,4,76,A 10,Number,N,TRUE,OE,p,p,1009
CVOE_C,11,1,4,77,P 93,Letter,Y,TRUE,CV,q,q,820
CVOE_C,11,1,4,78,E 59,Letter,N,FALSE,CV,p,p,703
CVOE_C,11,1,4,79,O 53,Letter,N,FALSE,CV,p,p,645
CVOE_C,11,1,4,80,A 96,Letter,N,TRUE,CV,p,p,909
CVOE_C,11,1,4,81,H 36,Letter,Y,FALSE,CV,q,q,867
CVOE_C,11,1,4,82,A 63,Letter,N,FALSE,CV,p,p,913
CVOE_C,11,1,4,83,I 38,Letter,N,TRUE,CV,p,p,655
CVOE_C,11,1,4,84,O 51,Number,Y,FALSE,OE,q,q,826
CVOE_C,11,1,4,85,J 26,Number,N,FALSE,OE,p,p,768
CVOE_C,11,1,4,86,S 34,Letter,Y,FALSE,CV,q,q,1059
CVOE_C,11,1,4,87,U 85,Number,Y,FALSE,OE,q,q,870
CVOE_C,11,1,4,88,J 77,Number,N,TRUE,OE,q,q,1668
CVOE_C,11,1,4,89,I 73,Letter,Y,FALSE,CV,p,p,1082
CVOE_C,11,1,4,90,H 46,Number,Y,FALSE,OE,p,p,1403
CVOE_C,11,1,4,91,D 04,Number,N,FALSE,OE,p,p,740
CVOE_C,11,1,4,92,P 72,Letter,Y,FALSE,CV,q,q,767
CVOE_C,11,1,4,93,D 99,Number,Y,TRUE,OE,q,q,1207
CVOE_C,11,1,4,94,U 25,Letter,Y,FALSE,CV,p,p,1520
CVOE_C,11,1,4,95,O 32,Letter,N,TRUE,CV,p,p,689
CVOE_C,11,1,4,96,E 80,Letter,N,TRUE,CV,p,p,1124
CVOE_C,11,1,4,97,O 84,Number,Y,TRUE,OE,p,p,1133
CVOE_C,11,1,4,98,A 78,Number,N,TRUE,OE,p,p,1432
CVOE_C,11,1,4,99,S 05,Number,N,TRUE,OE,q,q,998
CVOE_C,11,1,4,100,U 35,Letter,Y,FALSE,CV,p,p,1167
CVOE_C,11,1,4,101,H 14,Letter,N,FALSE,CV,q,q,1191
CVOE_C,11,1,4,102,U 15,Number,Y,FALSE,OE,q,q,709
CVOE_C,11,1,4,103,E 36,Letter,Y,TRUE,CV,p,p,1051
CVOE_C,11,1,4,104,P 70,Letter,N,FALSE,CV,q,q,1246
CVOE_C,11,1,4,105,O 44,Number,Y,TRUE,OE,p,p,687
CVOE_C,11,1,4,106,S 41,Letter,Y,TRUE,CV,q,q,1007
CVOE_C,11,1,4,107,D 83,Letter,N,TRUE,CV,q,q,1032
CVOE_C,11,1,4,108,J 39,Letter,N,TRUE,CV,q,q,662
CVOE_C,11,1,4,109,S 22,Number,Y,FALSE,OE,p,p,1060
CVOE_C,11,1,4,110,D 89,Letter,Y,TRUE,CV,q,q,863
CVOE_C,11,1,4,111,P 87,Letter,N,TRUE,CV,q,q,677
CVOE_C,11,1,4,112,H 42,Letter,N,FALSE,CV,q,q,1037
CVOE_C,11,1,4,113,S 49,Letter,N,TRUE,CV,q,q,958
CVOE_C,11,1,4,114,J 20,Number,Y,FALSE,OE,p,p,638
CVOE_C,11,1,4,115,O 19,Letter,Y,FALSE,CV,p,p,927
CVOE_C,11,1,4,116,H 50,Letter,N,FALSE,CV,q,q,663
CVOE_C,11,1,4,117,I 68,Number,Y,TRUE,OE,p,p,589
CVOE_C,11,1,4,118,J 72,Number,N,FALSE,OE,p,p,819
CVOE_C,11,1,4,119,O 21,Number,N,FALSE,OE,q,q,1270
CVOE_C,11,1,4,120,H 22,Number,N,FALSE,OE,p,p,924
CVOE_C,15,1,1,11,A 24,,,TRUE,OE,p,p,907
CVOE_C,15,1,1,12,O 83,,,FALSE,OE,q,q,337
CVOE_C,15,1,1,13,H 55,,,TRUE,OE,q,q,484
CVOE_C,15,1,1,14,P 10,,,FALSE,OE,p,p,525
CVOE_C,15,1,1,15,D 30,,,FALSE,OE,p,p,453
CVOE_C,15,1,1,16,U 62,,,TRUE,OE,q,p,424
CVOE_C,15,1,1,17,P 95,,,TRUE,OE,q,q,542
CVOE_C,15,1,1,18,U 06,,,TRUE,OE,p,p,628
CVOE_C,15,1,1,19,E 75,,,FALSE,OE,q,q,841
CVOE_C,15,1,1,20,I 67,,,FALSE,OE,q,q,498
CVOE_C,15,1,1,21,S 13,,,TRUE,OE,q,q,397
CVOE_C,15,1,1,22,P 78,,,FALSE,OE,p,p,365
CVOE_C,15,1,1,23,I 15,,,FALSE,OE,q,q,390
CVOE_C,15,1,1,24,D 27,,,TRUE,OE,q,q,491
CVOE_C,15,1,1,25,O 94,,,TRUE,OE,p,p,462
CVOE_C,15,1,1,26,A 65,,,FALSE,OE,q,q,812
CVOE_C,15,1,1,27,I 42,,,TRUE,OE,q,p,631
CVOE_C,15,1,1,28,E 25,,,FALSE,OE,q,q,501
CVOE_C,15,1,1,29,H 49,,,TRUE,OE,p,q,427
CVOE_C,15,1,1,30,S 18,,,FALSE,OE,p,p,632
CVOE_C,15,1,1,31,H 51,,,TRUE,OE,q,q,446
CVOE_C,15,1,1,32,U 14,,,TRUE,OE,p,p,494
CVOE_C,15,1,1,33,E 02,,,TRUE,OE,q,p,386
CVOE_C,15,1,1,34,J 26,,,FALSE,OE,p,p,479
CVOE_C,15,1,1,35,D 24,,,FALSE,OE,p,p,336
CVOE_C,15,1,1,36,O 50,,,TRUE,OE,p,p,539
CVOE_C,15,1,1,37,U 16,,,TRUE,OE,p,p,678
CVOE_C,15,1,1,38,O 15,,,FALSE,OE,q,q,454
CVOE_C,15,1,1,39,D 32,,,FALSE,OE,p,p,585
CVOE_C,15,1,1,40,S 67,,,TRUE,OE,q,q,591
CVOE_C,15,1,1,41,J 74,,,FALSE,OE,p,p,637
CVOE_C,15,1,1,42,D 92,,,FALSE,OE,q,p,469
CVOE_C,15,1,1,43,A 65,,,FALSE,OE,p,q,443
CVOE_C,15,1,1,44,I 87,,,FALSE,OE,q,q,579
CVOE_C,15,1,1,45,H 61,,,TRUE,OE,q,q,422
CVOE_C,15,1,1,46,E 59,,,FALSE,OE,p,q,524
CVOE_C,15,1,1,47,I 33,,,FALSE,OE,q,q,1252
CVOE_C,15,1,1,48,O 90,,,TRUE,OE,p,p,432
CVOE_C,15,1,1,49,U 51,,,FALSE,OE,q,q,437
CVOE_C,15,1,1,50,A 10,,,TRUE,OE,p,p,494
CVOE_C,15,1,1,51,E 50,,,TRUE,OE,p,p,529
CVOE_C,15,1,1,52,D 92,,,FALSE,OE,p,p,388
CVOE_C,15,1,1,53,E 60,,,TRUE,OE,p,p,402
CVOE_C,15,1,1,54,A 95,,,FALSE,OE,q,q,386
CVOE_C,15,1,1,55,E 64,,,TRUE,OE,p,p,424
CVOE_C,15,1,1,56,P 20,,,FALSE,OE,q,p,429
CVOE_C,15,1,1,57,S 06,,,FALSE,OE,p,p,435
CVOE_C,15,1,1,58,P 64,,,FALSE,OE,q,p,355
CVOE_C,15,1,1,59,U 70,,,TRUE,OE,p,p,364
CVOE_C,15,1,1,60,S 16,,,FALSE,OE,p,p,420
CVOE_C,15,1,1,61,E 35,,,FALSE,OE,q,q,471
CVOE_C,15,1,1,62,I 93,,,FALSE,OE,p,q,501
CVOE_C,15,1,1,63,D 63,,,TRUE,OE,q,q,536
CVOE_C,15,1,1,64,U 89,,,FALSE,OE,p,q,371
CVOE_C,15,1,1,65,E 91,,,FALSE,OE,p,q,734
CVOE_C,15,1,1,66,A 12,,,TRUE,OE,p,p,569
CVOE_C,15,1,1,67,P 56,,,FALSE,OE,p,p,324
CVOE_C,15,1,1,68,S 65,,,TRUE,OE,q,q,524
CVOE_C,15,1,1,69,P 07,,,TRUE,OE,p,q,437
CVOE_C,15,1,1,70,I 77,,,FALSE,OE,p,q,509
CVOE_C,15,1,1,71,J 19,,,TRUE,OE,q,q,675
CVOE_C,15,1,1,72,O 59,,,FALSE,OE,q,q,523
CVOE_C,15,1,1,73,J 15,,,TRUE,OE,q,q,420
CVOE_C,15,1,1,74,I 89,,,FALSE,OE,p,q,471
CVOE_C,15,1,1,75,O 97,,,FALSE,OE,p,q,372
CVOE_C,15,1,1,76,A 92,,,TRUE,OE,p,p,591
CVOE_C,15,1,1,77,J 90,,,FALSE,OE,p,p,397
CVOE_C,15,1,1,78,H 65,,,TRUE,OE,q,q,501
CVOE_C,15,1,1,79,H 17,,,TRUE,OE,q,q,547
CVOE_C,15,1,1,80,S 26,,,FALSE,OE,p,p,473
CVOE_C,15,1,1,81,D 56,,,FALSE,OE,p,p,623
CVOE_C,15,1,1,82,I 91,,,FALSE,OE,q,q,516
CVOE_C,15,1,1,83,J 11,,,TRUE,OE,q,q,501
CVOE_C,15,1,1,84,O 28,,,TRUE,OE,p,p,459
CVOE_C,15,1,1,85,H 29,,,TRUE,OE,p,q,446
CVOE_C,15,1,1,86,J 25,,,TRUE,OE,q,q,606
CVOE_C,15,1,1,87,A 73,,,FALSE,OE,q,q,542
CVOE_C,15,1,1,88,J 63,,,TRUE,OE,q,q,348
CVOE_C,15,1,1,89,U 84,,,TRUE,OE,p,p,378
CVOE_C,15,1,1,90,A 58,,,TRUE,OE,q,p,405
CVOE_C,15,1,1,91,S 43,,,TRUE,OE,q,q,637
CVOE_C,15,1,1,92,H 54,,,FALSE,OE,p,p,662
CVOE_C,15,1,1,93,D 4,,,FALSE,OE,p,p,363
CVOE_C,15,1,1,94,J 75,,,TRUE,OE,q,q,404
CVOE_C,15,1,1,95,D 19,,,TRUE,OE,p,q,348
CVOE_C,15,1,1,96,J 38,,,FALSE,OE,p,p,626
CVOE_C,15,1,1,97,I 56,,,TRUE,OE,p,p,479
CVOE_C,15,1,1,98,P 87,,,TRUE,OE,q,q,408
CVOE_C,15,1,1,99,O 80,,,TRUE,OE,q,p,579
CVOE_C,15,1,1,100,U 60,,,TRUE,OE,p,p,558
CVOE_C,15,1,1,101,P 48,,,FALSE,OE,p,p,590
CVOE_C,15,1,1,102,H 64,,,FALSE,OE,p,p,516
CVOE_C,15,1,1,103,A 13,,,FALSE,OE,q,q,397
CVOE_C,15,1,1,104,H 68,,,FALSE,OE,p,p,381
CVOE_C,15,1,1,105,E 16,,,TRUE,OE,p,p,531
CVOE_C,15,1,1,106,S 71,,,TRUE,OE,q,q,382
CVOE_C,15,1,2,11,A 71,,,FALSE,CV,p,p,1555
CVOE_C,15,1,2,12,I 66,,,TRUE,CV,p,p,1180
CVOE_C,15,1,2,13,S 30,,,FALSE,CV,q,q,442
CVOE_C,15,1,2,14,D 20,,,FALSE,CV,q,q,450
CVOE_C,15,1,2,15,I 31,,,FALSE,CV,p,p,430
CVOE_C,15,1,2,16,P 16,,,FALSE,CV,q,q,603
CVOE_C,15,1,2,17,A 49,,,FALSE,CV,p,p,500
CVOE_C,15,1,2,18,O 64,,,TRUE,CV,p,p,415
CVOE_C,15,1,2,19,D 02,,,FALSE,CV,q,q,1338
CVOE_C,15,1,2,20,P 81,,,TRUE,CV,q,q,437
CVOE_C,15,1,2,21,J 58,,,FALSE,CV,q,q,429
CVOE_C,15,1,2,22,A 22,,,TRUE,CV,p,p,419
CVOE_C,15,1,2,23,J 72,,,FALSE,CV,q,q,414
CVOE_C,15,1,2,24,P 91,,,TRUE,CV,q,q,377
CVOE_C,15,1,2,25,E 19,,,FALSE,CV,p,p,404
CVOE_C,15,1,2,26,I 30,,,TRUE,CV,p,p,413
CVOE_C,15,1,2,27,D 91,,,TRUE,CV,q,q,512
CVOE_C,15,1,2,28,O 48,,,TRUE,CV,p,p,381
CVOE_C,15,1,2,29,A 89,,,FALSE,CV,q,p,339
CVOE_C,15,1,2,30,U 11,,,FALSE,CV,q,p,614
CVOE_C,15,1,2,31,I 76,,,TRUE,CV,p,p,481
CVOE_C,15,1,2,32,U 89,,,FALSE,CV,p,p,497
CVOE_C,15,1,2,33,D 63,,,TRUE,CV,q,q,628
CVOE_C,15,1,2,34,H 70,,,FALSE,CV,q,q,674
CVOE_C,15,1,2,35,D 48,,,FALSE,CV,q,q,467
CVOE_C,15,1,2,36,P 56,,,FALSE,CV,q,q,368
CVOE_C,15,1,2,37,O 77,,,FALSE,CV,p,p,379
CVOE_C,15,1,2,38,P 42,,,FALSE,CV,q,q,350
CVOE_C,15,1,2,39,H 22,,,FALSE,CV,q,q,404
CVOE_C,15,1,2,40,E 42,,,TRUE,CV,p,p,436
CVOE_C,15,1,2,41,J 28,,,FALSE,CV,q,q,405
CVOE_C,15,1,2,42,E 95,,,FALSE,CV,q,p,301
CVOE_C,15,1,2,43,S 63,,,TRUE,CV,q,q,523
CVOE_C,15,1,2,44,H 50,,,FALSE,CV,q,q,363
CVOE_C,15,1,2,45,S 33,,,TRUE,CV,q,q,467
CVOE_C,15,1,2,46,P 57,,,TRUE,CV,q,q,329
CVOE_C,15,1,2,47,E 23,,,FALSE,CV,p,p,348
CVOE_C,15,1,2,48,S 61,,,TRUE,CV,q,q,578
CVOE_C,15,1,2,49,U 67,,,FALSE,CV,p,p,669
CVOE_C,15,1,2,50,H 32,,,FALSE,CV,q,q,547
CVOE_C,15,1,2,51,U 50,,,TRUE,CV,p,p,312
CVOE_C,15,1,2,52,O 49,,,FALSE,CV,p,p,462
CVOE_C,15,1,2,53,U 32,,,TRUE,CV,p,p,388
CVOE_C,15,1,2,54,J 78,,,FALSE,CV,q,q,345
CVOE_C,15,1,2,55,S 54,,,FALSE,CV,q,q,367
CVOE_C,15,1,2,56,J 27,,,TRUE,CV,q,q,354
CVOE_C,15,1,2,57,S 06,,,FALSE,CV,q,q,1354
CVOE_C,15,1,2,58,D 67,,,TRUE,CV,q,q,379
CVOE_C,15,1,2,59,A 79,,,FALSE,CV,p,p,462
CVOE_C,15,1,2,60,S 52,,,FALSE,CV,q,q,460
CVOE_C,15,1,2,61,U 16,,,TRUE,CV,p,p,431
CVOE_C,15,1,2,62,O 82,,,TRUE,CV,p,p,357
CVOE_C,15,1,2,63,H 87,,,TRUE,CV,q,q,349
CVOE_C,15,1,2,64,I 32,,,TRUE,CV,p,p,403
CVOE_C,15,1,2,65,U 37,,,FALSE,CV,p,p,803
CVOE_C,15,1,2,66,I 42,,,TRUE,CV,p,p,355
CVOE_C,15,1,2,67,D 65,,,TRUE,CV,q,q,300
CVOE_C,15,1,2,68,U 77,,,FALSE,CV,p,p,343
CVOE_C,15,1,2,69,E 12,,,TRUE,CV,p,p,396
CVOE_C,15,1,2,70,I 60,,,TRUE,CV,p,p,365
CVOE_C,15,1,2,71,J 36,,,FALSE,CV,p,q,333
CVOE_C,15,1,2,72,H 75,,,TRUE,CV,q,q,392
CVOE_C,15,1,2,73,I 50,,,TRUE,CV,p,p,366
CVOE_C,15,1,2,74,E 99,,,FALSE,CV,q,p,350
CVOE_C,15,1,2,75,A 86,,,TRUE,CV,q,p,340
CVOE_C,15,1,2,76,U 48,,,TRUE,CV,p,p,591
CVOE_C,15,1,2,77,E 01,,,FALSE,CV,p,p,405
CVOE_C,15,1,2,78,A 78,,,TRUE,CV,p,p,429
CVOE_C,15,1,2,79,P 60,,,FALSE,CV,q,q,307
CVOE_C,15,1,2,80,E 43,,,FALSE,CV,p,p,344
CVOE_C,15,1,2,81,D 69,,,TRUE,CV,q,q,278
CVOE_C,15,1,2,82,H 11,,,TRUE,CV,q,q,382
CVOE_C,15,1,2,83,P 43,,,TRUE,CV,q,q,380
CVOE_C,15,1,2,84,O 67,,,FALSE,CV,p,p,431
CVOE_C,15,1,2,85,S 91,,,FALSE,CV,p,q,357
CVOE_C,15,1,2,86,J 68,,,TRUE,CV,q,q,469
CVOE_C,15,1,2,87,S 47,,,FALSE,CV,q,q,371
CVOE_C,15,1,2,88,I 81,,,TRUE,CV,p,p,478
CVOE_C,15,1,2,89,J 39,,,FALSE,CV,q,q,462
CVOE_C,15,1,2,90,A 11,,,TRUE,CV,q,p,380
CVOE_C,15,1,2,91,O 76,,,FALSE,CV,p,p,457
CVOE_C,15,1,2,92,A 62,,,FALSE,CV,p,p,620
CVOE_C,15,1,2,93,O 27,,,TRUE,CV,p,p,354
CVOE_C,15,1,2,94,E 66,,,FALSE,CV,p,p,411
CVOE_C,15,1,2,95,J 62,,,TRUE,CV,q,q,494
CVOE_C,15,1,2,96,H 72,,,TRUE,CV,q,q,521
CVOE_C,15,1,2,97,E 49,,,TRUE,CV,p,p,361
CVOE_C,15,1,2,98,D 52,,,TRUE,CV,q,q,329
CVOE_C,15,1,2,99,H 62,,,TRUE,CV,q,q,396
CVOE_C,15,1,2,100,I 11,,,TRUE,CV,p,p,397
CVOE_C,15,1,2,101,A 98,,,FALSE,CV,p,p,501
CVOE_C,15,1,2,102,H 29,,,FALSE,CV,p,q,363
CVOE_C,15,1,2,103,E 83,,,TRUE,CV,q,p,299
CVOE_C,15,1,2,104,D 43,,,FALSE,CV,q,q,518
CVOE_C,15,1,2,105,P 45,,,TRUE,CV,q,q,430
CVOE_C,15,1,2,106,J 17,,,TRUE,CV,q,q,316
CVOE_C,15,1,3,11,A 44,Letter,N,TRUE,CV,p,p,2559
CVOE_C,15,1,3,12,D 94,Letter,N,FALSE,CV,q,q,858
CVOE_C,15,1,3,13,E 75,Number,Y,FALSE,OE,p,p,980
CVOE_C,15,1,3,14,H 81,Number,N,TRUE,OE,q,p,1551
CVOE_C,15,1,3,15,I 64,Letter,Y,TRUE,CV,p,p,1557
CVOE_C,15,1,3,16,J 54,Letter,N,FALSE,CV,q,q,1814
CVOE_C,15,1,3,17,O 23,Number,Y,FALSE,OE,q,q,1682
CVOE_C,15,1,3,18,P 05,Number,N,TRUE,OE,p,q,835
CVOE_C,15,1,3,19,S 34,Letter,Y,FALSE,CV,q,q,779
CVOE_C,15,1,3,20,U 88,Letter,N,TRUE,CV,p,p,439
CVOE_C,15,1,3,21,A 70,Number,Y,TRUE,OE,p,p,1119
CVOE_C,15,1,3,22,D 12,Number,N,FALSE,OE,q,p,695
CVOE_C,15,1,3,23,E 79,Letter,Y,FALSE,CV,q,p,1307
CVOE_C,15,1,3,24,H 72,Letter,N,FALSE,CV,q,q,649
CVOE_C,15,1,3,25,I 41,Number,Y,FALSE,OE,q,q,772
CVOE_C,15,1,3,26,J 63,Number,N,TRUE,OE,q,q,791
CVOE_C,15,1,3,27,O 03,Letter,Y,FALSE,CV,p,p,573
CVOE_C,15,1,3,28,P 75,Letter,N,TRUE,CV,q,q,600
CVOE_C,15,1,3,29,S 61,Number,Y,TRUE,OE,q,q,737
CVOE_C,15,1,3,30,U 28,Number,N,TRUE,OE,p,p,492
CVOE_C,15,1,3,31,A 21,Letter,Y,FALSE,CV,q,p,743
CVOE_C,15,1,3,32,D 18,Letter,N,FALSE,CV,q,q,501
CVOE_C,15,1,3,33,E 35,Number,Y,FALSE,OE,p,q,674
CVOE_C,15,1,3,34,H 62,Number,N,FALSE,OE,q,p,579
CVOE_C,15,1,3,35,I 82,Letter,Y,TRUE,CV,p,p,822
CVOE_C,15,1,3,36,J 78,Letter,N,FALSE,CV,q,q,548
CVOE_C,15,1,3,37,O 12,Number,Y,TRUE,OE,p,p,658
CVOE_C,15,1,3,38,P 13,Number,N,TRUE,OE,q,q,549
CVOE_C,15,1,3,39,S 07,Letter,Y,TRUE,CV,q,q,1138
CVOE_C,15,1,3,40,U 36,Letter,N,TRUE,CV,p,p,558
CVOE_C,15,1,3,41,A 96,Number,Y,TRUE,OE,p,p,542
CVOE_C,15,1,3,42,D 04,Number,N,FALSE,OE,q,p,476
CVOE_C,15,1,3,43,E 60,Letter,Y,TRUE,CV,p,p,652
CVOE_C,15,1,3,44,H 83,Letter,N,TRUE,CV,q,q,495
CVOE_C,15,1,3,45,I 64,Number,Y,TRUE,OE,p,p,514
CVOE_C,15,1,3,46,J 76,Number,N,FALSE,OE,q,p,472
CVOE_C,15,1,3,47,O 78,Letter,Y,TRUE,CV,p,p,550
CVOE_C,15,1,3,48,P 09,Letter,N,TRUE,CV,q,q,708
CVOE_C,15,1,3,49,S 72,Number,Y,FALSE,OE,q,p,713
CVOE_C,15,1,3,50,U 47,Number,N,FALSE,OE,p,q,495
CVOE_C,15,1,3,51,A 31,Letter,Y,FALSE,CV,p,p,594
CVOE_C,15,1,3,52,D 96,Letter,N,FALSE,CV,q,q,416
CVOE_C,15,1,3,53,E 40,Number,Y,TRUE,OE,p,p,611
CVOE_C,15,1,3,54,H 79,Number,N,TRUE,OE,q,q,678
CVOE_C,15,1,3,55,I 15,Letter,Y,FALSE,CV,p,p,423
CVOE_C,15,1,3,56,J 07,Letter,N,TRUE,CV,q,q,492
CVOE_C,15,1,3,57,O 61,Number,Y,FALSE,OE,p,q,471
CVOE_C,15,1,3,58,P 58,Number,N,FALSE,OE,q,p,485
CVOE_C,15,1,3,59,S 37,Letter,Y,TRUE,CV,q,q,1221
CVOE_C,15,1,3,60,U 61,Letter,N,FALSE,CV,p,p,547
CVOE_C,15,1,3,61,A 17,Number,Y,FALSE,OE,p,q,585
CVOE_C,15,1,3,62,D 85,Number,N,TRUE,OE,q,q,655
CVOE_C,15,1,3,63,E 20,Letter,Y,TRUE,CV,p,p,490
CVOE_C,15,1,3,64,H 86,Letter,N,FALSE,CV,q,q,517
CVOE_C,15,1,3,65,I 21,Number,Y,FALSE,OE,p,q,477
CVOE_C,15,1,3,66,J 29,Number,N,TRUE,OE,q,q,462
CVOE_C,15,1,3,67,O 13,Letter,Y,FALSE,CV,p,p,452
CVOE_C,15,1,3,68,P 82,Letter,N,FALSE,CV,q,q,455
CVOE_C,15,1,3,69,S 72,Number,Y,FALSE,OE,q,p,458
CVOE_C,15,1,3,70,U 84,Number,N,TRUE,OE,p,p,437
CVOE_C,15,1,3,71,A 49,Letter,Y,FALSE,CV,p,p,509
CVOE_C,15,1,3,72,D 91,Letter,N,TRUE,CV,q,q,499
CVOE_C,15,1,3,73,E 99,Number,Y,FALSE,OE,p,q,582
CVOE_C,15,1,3,74,H 16,Number,N,FALSE,OE,q,p,348
CVOE_C,15,1,3,75,I 45,Letter,Y,FALSE,CV,q,p,721
CVOE_C,15,1,3,76,J 70,Letter,N,FALSE,CV,q,q,962
CVOE_C,15,1,3,77,O 22,Number,Y,TRUE,OE,p,p,866
CVOE_C,15,1,3,78,P 41,Number,N,TRUE,OE,q,q,568
CVOE_C,15,1,3,79,S 93,Letter,Y,TRUE,CV,q,q,387
CVOE_C,15,1,3,80,U 70,Letter,N,TRUE,CV,p,p,449
CVOE_C,15,1,3,81,A 42,Number,Y,TRUE,OE,q,p,444
CVOE_C,15,1,3,82,D 85,Number,N,TRUE,OE,q,q,484
CVOE_C,15,1,3,83,E 68,Letter,Y,TRUE,CV,p,p,461
CVOE_C,15,1,3,84,H 17,Letter,N,TRUE,CV,q,q,384
CVOE_C,15,1,3,85,I 70,Number,Y,TRUE,OE,p,p,565
CVOE_C,15,1,3,86,J 88,Number,N,FALSE,OE,q,p,358
CVOE_C,15,1,3,87,O 32,Letter,Y,TRUE,CV,p,p,542
CVOE_C,15,1,3,88,P 95,Letter,N,TRUE,CV,q,q,348
CVOE_C,15,1,3,89,S 98,Number,Y,FALSE,OE,q,p,2001
CVOE_C,15,1,3,90,U 37,Number,N,FALSE,OE,p,q,594
CVOE_C,15,1,3,91,A 56,Letter,Y,TRUE,CV,p,p,611
CVOE_C,15,1,3,92,D 57,Letter,N,TRUE,CV,q,q,366
CVOE_C,15,1,3,93,E 93,Number,Y,FALSE,OE,q,q,694
CVOE_C,15,1,3,94,H 27,Number,N,TRUE,OE,q,q,417
CVOE_C,15,1,3,95,I 35,Letter,Y,FALSE,CV,p,p,524
CVOE_C,15,1,3,96,J 03,Letter,N,TRUE,CV,q,q,357
CVOE_C,15,1,3,97,O 28,Number,Y,TRUE,OE,p,p,637
CVOE_C,15,1,3,98,P 59,Number,N,TRUE,OE,q,q,806
CVOE_C,15,1,3,99,S 77,Letter,Y,TRUE,CV,q,q,702
CVOE_C,15,1,3,100,U 05,Letter,N,FALSE,CV,p,p,484
CVOE_C,15,1,3,101,A 56,Number,Y,TRUE,OE,p,p,748
CVOE_C,15,1,3,102,D 01,Number,N,TRUE,OE,q,q,394
CVOE_C,15,1,3,103,E 02,Letter,Y,TRUE,CV,p,p,664
CVOE_C,15,1,3,104,H 68,Letter,N,FALSE,CV,q,q,446
CVOE_C,15,1,3,105,I 05,Number,Y,FALSE,OE,p,q,550
CVOE_C,15,1,3,106,J 55,Number,N,TRUE,OE,q,q,396
CVOE_C,15,1,3,107,O 73,Letter,Y,FALSE,CV,q,p,924
CVOE_C,15,1,3,108,P 41,Letter,N,TRUE,CV,q,q,533
CVOE_C,15,1,3,109,S 92,Number,Y,FALSE,OE,q,p,392
CVOE_C,15,1,3,110,U 34,Number,N,TRUE,OE,q,p,589
CVOE_C,15,1,3,111,A 09,Letter,Y,FALSE,CV,p,p,603
CVOE_C,15,1,3,112,D 92,Letter,N,FALSE,CV,q,q,555
CVOE_C,15,1,3,113,E 48,Number,Y,TRUE,OE,p,p,692
CVOE_C,15,1,3,114,H 76,Number,N,FALSE,OE,q,p,463
CVOE_C,15,1,3,115,I 44,Letter,Y,TRUE,CV,p,p,845
CVOE_C,15,1,3,116,J 67,Letter,N,TRUE,CV,q,q,413
CVOE_C,15,1,3,117,O 48,Number,Y,TRUE,OE,p,p,520
CVOE_C,15,1,3,118,P 22,Number,N,FALSE,OE,q,p,425
CVOE_C,15,1,3,119,S 86,Letter,Y,FALSE,CV,q,q,478
CVOE_C,15,1,3,120,U 35,Letter,N,FALSE,CV,q,p,823
CVOE_C,15,1,3,121,A 91,Number,Y,FALSE,OE,q,q,613
CVOE_C,15,1,3,122,D 78,Number,N,FALSE,OE,q,p,424
CVOE_C,15,1,3,123,E 91,Letter,Y,FALSE,CV,p,p,437
CVOE_C,15,1,3,124,H 54,Letter,N,FALSE,CV,q,q,406
CVOE_C,15,1,3,125,I 65,Number,Y,FALSE,OE,q,q,574
CVOE_C,15,1,3,126,J 52,Number,N,FALSE,OE,q,p,345
CVOE_C,15,1,3,127,O 19,Letter,Y,FALSE,CV,p,p,479
CVOE_C,15,1,3,128,P 48,Letter,N,FALSE,CV,q,q,495
CVOE_C,15,1,3,129,S 45,Number,Y,TRUE,OE,q,q,450
CVOE_C,15,1,3,130,U 26,Number,N,TRUE,OE,p,p,749
CVOE_C,15,1,4,1,U 38,Number,N,TRUE,OE,p,p,1639
CVOE_C,15,1,4,2,P 73,Number,N,TRUE,OE,q,q,656
CVOE_C,15,1,4,3,U 95,Letter,Y,FALSE,CV,q,p,851
CVOE_C,15,1,4,4,J 61,Number,Y,TRUE,OE,q,q,1974
CVOE_C,15,1,4,5,D 51,Number,N,TRUE,OE,q,q,354
CVOE_C,15,1,4,6,S 28,Number,N,FALSE,OE,p,p,464
CVOE_C,15,1,4,7,A 56,Letter,Y,TRUE,CV,p,p,2477
CVOE_C,15,1,4,8,H 78,Letter,N,FALSE,CV,q,q,503
CVOE_C,15,1,4,9,P 92,Letter,N,FALSE,CV,q,q,564
CVOE_C,15,1,4,10,E 05,Number,Y,FALSE,OE,q,q,461
CVOE_C,15,1,4,11,P 57,Letter,Y,TRUE,CV,q,q,400
CVOE_C,15,1,4,12,D 88,Number,Y,FALSE,OE,p,p,480
CVOE_C,15,1,4,13,O 89,Letter,Y,FALSE,CV,q,p,1040
CVOE_C,15,1,4,14,U 43,Number,Y,FALSE,OE,q,q,1849
CVOE_C,15,1,4,15,H 10,Number,N,FALSE,OE,q,p,445
